,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
1183,°³±¸¸®°øÁÖ,3È­,3,2018.09.19,85701,9.92,488,187,36,0,5.694216,2.182005,0,0,1,0,0,1,0,0,1,0,0,0,0
1184,°³±¸¸®°øÁÖ,4È­,4,2018.09.29,70392,9.84,417,158,43,0,5.923969,2.244573,0,0,1,0,0,1,0,0,1,0,0,0,0
1185,°³±¸¸®°øÁÖ,5È­,5,2018.10.09,57326,9.81,391,151,32,0,6.82064,2.634058,0,0,1,0,0,1,0,0,1,0,0,0,0
1186,"¿ë»ç°©,¸¶¿ÕÀ»",1,1,2016.04.21,182268,9.83,609,427,58,0,3.341234,2.342704,0,0,1,0,1,1,0,0,0,0,0,0,0
1187,"¿ë»ç°©,¸¶¿ÕÀ»",2,2,2016.04.28,136960,9.96,487,314,25,0,3.555783,2.29264,0,0,1,0,1,1,0,0,0,0,0,0,0
1188,"¿ë»ç°©,¸¶¿ÕÀ»",3,3,2016.05.05,121495,9.94,449,294,21,0,3.695625,2.419853,0,0,1,0,1,1,0,0,0,0,0,0,0
1189,"¿ë»ç°©,¸¶¿ÕÀ»",4,4,2016.05.12,110620,9.94,441,288,18,0,3.986621,2.603508,0,0,1,0,1,1,0,0,0,0,0,0,0
1190,"¿ë»ç°©,¸¶¿ÕÀ»",5,5,2016.05.19,108576,9.9,431,287,21,0,3.96957,2.64331,0,0,1,0,1,1,0,0,0,0,0,0,0
1191,½ÅÀÇ Å¾,01F - Headon's floor,1,2010.02.04,220594,9.66,1249,359,739,0,5.661985,1.627424,0,0,1,0,0,0,0,0,0,0,0,0,0
1192,½ÅÀÇ Å¾,01F - Headon's floor (2),2,2010.02.04,136286,9.68,838,191,187,0,6.148834,1.401465,0,0,1,0,0,0,0,0,0,0,0,0,0
1193,½ÅÀÇ Å¾,01F - Headon's floor (3),3,2010.02.04,86196,9.67,816,118,161,0,9.466797,1.368973,0,0,1,0,0,0,0,0,0,0,0,0,0
1194,½ÅÀÇ Å¾,01F - Headon's floor (4),4,2010.02.11,55214,9.67,708,88,118,0,12.822835,1.593799,0,0,1,0,0,0,0,0,0,0,0,0,0
1195,½ÅÀÇ Å¾,01F - Headon's floor (5),5,2010.02.12,40380,9.59,738,77,159,0,18.276374,1.906885,0,0,1,0,0,0,0,0,0,0,0,0,0
1196,Æ´,ÇÁ·Ñ·Î±×,1,2018.09.11,234962,9.66,1091,850,92,0,4.643304,3.617606,0,1,0,0,0,1,0,0,0,0,1,0,0
1197,Æ´,Æ´,2,2018.09.13,260793,9.81,1231,956,94,0,4.720219,3.665743,0,1,0,0,0,1,0,0,0,0,1,0,0
1198,Æ´,½ÅÀÇ ÇÑ¹æ¿ï #1,3,2018.09.20,200232,9.86,943,660,75,0,4.709537,3.296176,0,1,0,0,0,1,0,0,0,0,1,0,0
1199,Æ´,½ÅÀÇ ÇÑ¹æ¿ï #2,4,2018.10.02,150006,9.9,843,578,36,0,5.619775,3.853179,0,1,0,0,0,1,0,0,0,0,1,0,0
1200,Æ´,½ÅÀÇ ÇÑ¹æ¿ï #3,5,2018.10.12,137337,9.9,804,513,37,0,5.854213,3.735337,0,1,0,0,0,1,0,0,0,0,1,0,0
1201,Á¦Ä«y Á¦Ä«Å÷,¿¬Àç°øÁö¸¸È­,1,2018.08.20,60692,9.6,222,84,154,0,3.657813,1.384037,0,1,0,1,1,0,0,0,0,0,0,0,0
1202,¿·Áý¿¡ ½ÅÀÌ»ê´Ù,Á¦1È­,1,2017.11.08,133995,9.58,522,220,69,0,3.895668,1.641852,0,0,1,0,0,0,0,1,1,0,0,0,0
1203,¿·Áý¿¡ ½ÅÀÌ»ê´Ù,Á¦2È­,2,2017.11.15,102621,9.63,443,202,43,0,4.316855,1.968408,0,0,1,0,0,0,0,1,1,0,0,0,0
1204,¿·Áý¿¡ ½ÅÀÌ»ê´Ù,Á¦3È­,3,2017.11.22,95486,9.67,379,175,40,0,3.969168,1.832729,0,0,1,0,0,0,0,1,1,0,0,0,0
1205,¿·Áý¿¡ ½ÅÀÌ»ê´Ù,Á¦4È­,4,2017.11.29,83898,9.78,324,155,41,0,3.861832,1.847481,0,0,1,0,0,0,0,1,1,0,0,0,0
1206,¿·Áý¿¡ ½ÅÀÌ»ê´Ù,Á¦5È­,5,2017.12.06,79785,9.76,307,152,49,0,3.847841,1.90512,0,0,1,0,0,0,0,1,1,0,0,0,0
1207,¿À½Ê°ú ¿À½ÊÀÇ ¼¼°è,°øÁö,1,2020.08.09,60483,9.46,494,727,312,0,8.167584,12.019906,0,0,1,0,0,1,0,0,1,0,0,0,0
1208,ºÓ°Ô ¹°µé È«,1È­,1,2017.11.13,144544,9.92,690,400,102,0,4.773633,2.767323,0,0,1,0,0,0,0,0,1,0,0,1,0
1209,ºÓ°Ô ¹°µé È«,2È­,2,2017.11.20,100685,9.8,544,283,39,0,5.40299,2.810746,0,0,1,0,0,0,0,0,1,0,0,1,0
1210,ºÓ°Ô ¹°µé È«,3È­,3,2017.11.27,84028,9.88,474,271,27,0,5.640977,3.225115,0,0,1,0,0,0,0,0,1,0,0,1,0
1211,ºÓ°Ô ¹°µé È«,4È­,4,2017.12.05,78113,9.89,513,255,25,0,6.567409,3.264501,0,0,1,0,0,0,0,0,1,0,0,1,0
1212,ºÓ°Ô ¹°µé È«,5È­,5,2017.12.11,71038,9.91,505,244,18,0,7.108871,3.434781,0,0,1,0,0,0,0,0,1,0,0,1,0
1213,È£±¸¿Í ½Î°¡Áö,00È­,1,2017.09.01,198668,9.84,731,309,57,0,3.679506,1.555359,0,0,1,0,0,1,0,1,0,0,0,0,0
1214,È£±¸¿Í ½Î°¡Áö,01È­,2,2017.09.01,135456,9.84,664,290,29,0,4.901961,2.140917,0,0,1,0,0,1,0,1,0,0,0,0,0
1215,È£±¸¿Í ½Î°¡Áö,02È­,3,2017.09.04,104789,9.86,629,262,44,0,6.002538,2.500262,0,0,1,0,0,1,0,1,0,0,0,0,0
1216,È£±¸¿Í ½Î°¡Áö,03È­,4,2017.09.08,90123,9.88,584,250,38,0,6.480033,2.773987,0,0,1,0,0,1,0,1,0,0,0,0,0
1217,È£±¸¿Í ½Î°¡Áö,04È­,5,2017.09.11,86519,9.93,611,253,32,0,7.062033,2.924213,0,0,1,0,0,1,0,1,0,0,0,0,0
1218,°¡Á·°°ÀºÈ¸»ç,ÇÁ·Ñ·Î±×,1,2016.03.17,112783,9.92,523,286,32,0,4.637224,2.535843,0,0,1,1,0,0,0,1,0,0,0,0,0
1219,°¡Á·°°ÀºÈ¸»ç,½ÃÁð1) 1È­. ¸éÁ¢,2,2016.03.23,112768,9.83,494,263,24,0,4.380675,2.332222,0,0,1,1,0,0,0,1,0,0,0,0,0
1220,°¡Á·°°ÀºÈ¸»ç,½ÃÁð1) 2È­. È¯¿µÈ¸,3,2016.03.31,99010,9.81,429,229,28,0,4.332896,2.312898,0,0,1,1,0,0,0,1,0,0,0,0,0
1221,°¡Á·°°ÀºÈ¸»ç,½ÃÁð1) 3È­. NO ¾ß±ÙÀÇ ¹ýÄ¢!,4,2016.04.07,92011,9.81,400,208,31,0,4.347306,2.260599,0,0,1,1,0,0,0,1,0,0,0,0,0
1222,°¡Á·°°ÀºÈ¸»ç,½ÃÁð1) 4È­. »çÀå´ÔÀº °ÔÀÓ Áßµ¶!,5,2016.04.14,87493,9.83,396,202,19,0,4.526076,2.308756,0,0,1,1,0,0,0,1,0,0,0,0,0
1223,³²ÀÇ »ç¶û ÀÌ¾ß±â,1,1,2020.07.07,130589,9.67,1305,1386,173,0,9.993185,10.613451,0,0,1,0,0,0,0,1,1,0,0,0,0
1224,³²ÀÇ »ç¶û ÀÌ¾ß±â,2,2,2020.07.18,82807,9.72,1074,1133,55,0,12.969918,13.682418,0,0,1,0,0,0,0,1,1,0,0,0,0
1225,³²ÀÇ »ç¶û ÀÌ¾ß±â,3,3,2020.07.23,72240,9.79,1039,1090,84,0,14.382614,15.088594,0,0,1,0,0,0,0,1,1,0,0,0,0
1226,³²ÀÇ »ç¶û ÀÌ¾ß±â,4,4,2020.08.24,70022,9.85,989,1096,75,0,14.124132,15.652224,0,0,1,0,0,0,0,1,1,0,0,0,0
1227,³²ÀÇ »ç¶û ÀÌ¾ß±â,º£µµ°¨»çÀÎ»ç,5,2020.08.31,68097,9.88,926,1116,145,0,13.59825,16.388387,0,0,1,0,0,0,0,1,1,0,0,0,0
1228,¿¢½ºÅÙ,1È­ - Àú³ðÀÌ ±¹°¡´ëÇ¥ ÈÄº¸¶ó°í?,1,2018.09.01,117184,9.74,453,341,51,0,3.865715,2.909954,0,0,1,0,0,0,0,1,0,0,0,0,1
1229,¿¢½ºÅÙ,2È­ - ±× ³à¼®°ú ³­ °°Àº ¹Ý! µÞÀÚ¸®!,2,2018.09.05,78901,9.75,357,254,26,0,4.524657,3.219224,0,0,1,0,0,0,0,1,0,0,0,0,1
1230,¿¢½ºÅÙ,3È­ - ±×³É ´ç°Ü,3,2018.09.08,74747,9.76,370,255,28,0,4.950031,3.411508,0,0,1,0,0,0,0,1,0,0,0,0,1
1231,¿¢½ºÅÙ,4È­ - ½ÂºÎ¸¦ º¸ÀÚ,4,2018.09.12,74675,9.69,387,246,19,0,5.182457,3.294275,0,0,1,0,0,0,0,1,0,0,0,0,1
1232,¿¢½ºÅÙ,5È­ - Èï¹Ì·ÓÁö ¾Ê¾Æ?,5,2018.09.15,71360,9.74,364,258,25,0,5.100897,3.615471,0,0,1,0,0,0,0,1,0,0,0,0,1
1233,±×·¡ÀÏ±â,ÇÁ·Ñ·Î±×,1,2015.04.24,114373,9.91,1531,1045,139,0,13.386026,9.136772,1,0,0,1,0,0,0,0,0,0,0,0,0
1234,±×·¡ÀÏ±â,1È­ °Å·èÇÑ Ãë¹Ì,2,2015.05.01,110077,9.89,1341,745,79,0,12.182381,6.76799,1,0,0,1,0,0,0,0,0,0,0,0,0
1235,±×·¡ÀÏ±â,2È­ Áßµ¶ÀÌ ¹«¼­¿ö,3,2015.05.08,80868,9.9,1091,594,46,0,13.491121,7.345303,1,0,0,1,0,0,0,0,0,0,0,0,0
1236,±×·¡ÀÏ±â,"3È­ ½Ä¿å, ±×¸®°í ³ª",4,2015.05.15,74882,9.88,1044,636,52,0,13.941935,8.493363,1,0,0,1,0,0,0,0,0,0,0,0,0
1237,±×·¡ÀÏ±â,4È­ ¾ö¸¶,5,2015.05.22,64481,9.9,1189,823,72,0,18.43954,12.76345,1,0,0,1,0,0,0,0,0,0,0,0,0
1238,½ºÅ¸ÀÇ ÇÐ±³»ýÈ°,ÇÁ·Ñ·Î±×,1,2019.09.05,83644,9.66,387,493,31,0,4.626751,5.894027,0,0,1,0,0,0,0,1,1,0,0,0,0
1239,½ºÅ¸ÀÇ ÇÐ±³»ýÈ°,1È­,2,2019.09.15,88993,9.68,342,493,23,0,3.842999,5.539762,0,0,1,0,0,0,0,1,1,0,0,0,0
1240,½ºÅ¸ÀÇ ÇÐ±³»ýÈ°,2È­,3,2019.09.25,74071,9.72,343,433,27,0,4.630692,5.845743,0,0,1,0,0,0,0,1,1,0,0,0,0
1241,½ºÅ¸ÀÇ ÇÐ±³»ýÈ°,3È­,4,2019.10.05,65465,9.82,321,411,45,0,4.903383,6.278164,0,0,1,0,0,0,0,1,1,0,0,0,0
1242,½ºÅ¸ÀÇ ÇÐ±³»ýÈ°,4È­,5,2019.10.15,62000,9.73,274,387,44,0,4.419355,6.241935,0,0,1,0,0,0,0,1,1,0,0,0,0
1243,"4¿ù,º¢²É ¿ì¸®µé",ÇÁ·Ñ·Î±×.,1,2017.04.18,157101,9.88,542,197,19,0,3.45001,1.25397,0,0,1,0,0,0,0,0,1,1,0,0,0
1244,"4¿ù,º¢²É ¿ì¸®µé",1È­.½ÃÀÛ,2,2017.04.25,176865,9.86,604,255,27,0,3.415034,1.441778,0,0,1,0,0,0,0,0,1,1,0,0,0
1245,"4¿ù,º¢²É ¿ì¸®µé",2È­.¸¶À½ÀÌ,3,2017.05.02,146733,9.87,556,233,27,0,3.789195,1.587918,0,0,1,0,0,0,0,0,1,1,0,0,0
1246,"4¿ù,º¢²É ¿ì¸®µé",3.´ÙÁü,4,2017.05.09,127305,9.9,547,226,20,0,4.296768,1.775264,0,0,1,0,0,0,0,0,1,1,0,0,0
1247,"4¿ù,º¢²É ¿ì¸®µé",4.Áú¹®,5,2017.05.16,118406,9.87,536,230,30,0,4.526798,1.942469,0,0,1,0,0,0,0,0,1,1,0,0,0
1248,´õºí·¢LABEL,¸¶Áö¸·°øÁö,1,2018.06.28,59838,9.6,298,106,106,0,4.980113,1.77145,0,0,1,0,0,0,1,1,0,0,0,0,0
1249,½Å º°ÁÖºÎÀü,¿¹°í,1,2018.05.24,87662,9.85,369,254,23,0,4.20935,2.897493,0,0,1,0,0,0,0,1,1,0,0,0,0
1250,½Å º°ÁÖºÎÀü,1È­,2,2018.05.31,97055,9.88,423,293,25,0,4.358354,3.018907,0,0,1,0,0,0,0,1,1,0,0,0,0
1251,½Å º°ÁÖºÎÀü,2È­,3,2018.06.07,74994,9.91,405,268,21,0,5.400432,3.573619,0,0,1,0,0,0,0,1,1,0,0,0,0
1252,½Å º°ÁÖºÎÀü,3È­,4,2018.06.14,70840,9.91,387,284,20,0,5.463015,4.009034,0,0,1,0,0,0,0,1,1,0,0,0,0
1253,½Å º°ÁÖºÎÀü,4È­,5,2018.06.21,65243,9.92,333,258,25,0,5.103996,3.954447,0,0,1,0,0,0,0,1,1,0,0,0,0
1254,Cafe OK,¿¬Àç Áß´Ü °øÁö,1,2017.02.01,91254,9.87,1224,743,267,0,13.413111,8.142109,0,1,0,1,0,0,0,0,1,0,0,0,0
1255,Cafe OK,Æ¯º°Æí,2,2017.02.10,58852,9.88,819,537,125,0,13.916265,9.124584,0,1,0,1,0,0,0,0,1,0,0,0,0
1256,Cafe OK,Á¤½Ä¿¬Àç°øÁö,3,2017.06.13,66528,9.88,536,130,90,0,8.056758,1.954064,0,1,0,1,0,0,0,0,1,0,0,0,0
1257,Cafe OK,cafe ok Ã¥ÀÌ ³ª¿Ô¾î¿ä!,4,2018.05.06,18917,9.82,198,67,40,0,10.466776,3.541788,0,1,0,1,0,0,0,0,1,0,0,0,0
1258,ºÀºÀ¹Ì¿¤ È«Â÷Å¬·´,ÇÁ·Ñ·Î±×,1,2012.12.21,120265,9.84,2587,617,195,0,21.51083,5.130337,1,0,0,1,0,1,0,0,0,0,0,0,0
1259,ºÀºÀ¹Ì¿¤ È«Â÷Å¬·´,1. ºÀ±¸¾¾ÀÇ ¾î´À³¯ ¹ã,2,2012.12.28,107390,9.84,2531,561,173,0,23.568302,5.22395,1,0,0,1,0,1,0,0,0,0,0,0,0
1260,ºÀºÀ¹Ì¿¤ È«Â÷Å¬·´,2. ¶æ¹ÛÀÇ ¼Õ´Ô,3,2013.01.04,90800,9.86,2408,510,159,0,26.519824,5.61674,1,0,0,1,0,1,0,0,0,0,0,0,0
1261,ºÀºÀ¹Ì¿¤ È«Â÷Å¬·´,3. ´Ù½Ã Ã£¾Æ¿Â ¼Õ´Ô,4,2013.01.11,84819,9.85,2314,491,147,0,27.281623,5.788797,1,0,0,1,0,1,0,0,0,0,0,0,0
1262,ºÀºÀ¹Ì¿¤ È«Â÷Å¬·´,4. ¹Ì¿¤,5,2013.01.18,76967,9.87,2311,481,160,0,30.025855,6.249432,1,0,0,1,0,1,0,0,0,0,0,0,0
1263,^-^ (Ä³·µÇÏÀÌÇÂÄ³·µ),Æ÷ÅÙ¾÷ °øÁö,1,2019.04.03,61790,9.62,364,346,84,0,5.890921,5.599612,0,0,1,0,0,0,0,1,1,0,0,0,0
1264,^-^ (Ä³·µÇÏÀÌÇÂÄ³·µ),1È­,2,2019.04.29,97048,9.51,540,724,62,0,5.564257,7.460226,0,0,1,0,0,0,0,1,1,0,0,0,0
1265,^-^ (Ä³·µÇÏÀÌÇÂÄ³·µ),2È­,3,2019.05.06,63970,9.38,458,537,69,0,7.159606,8.39456,0,0,1,0,0,0,0,1,1,0,0,0,0
1266,^-^ (Ä³·µÇÏÀÌÇÂÄ³·µ),3È­,4,2019.05.13,47687,8.74,463,425,88,0,9.709145,8.912282,0,0,1,0,0,0,0,1,1,0,0,0,0
1267,^-^ (Ä³·µÇÏÀÌÇÂÄ³·µ),4È­,5,2019.05.20,41535,9.08,516,384,97,0,12.423257,9.245215,0,0,1,0,0,0,0,1,1,0,0,0,0
1268,ÀúÁÖ¿Í º°°¡·ç,1.ÀÌ»óÇÑ »ç¶÷,1,2017.11.12,171669,9.62,782,982,52,0,4.555278,5.720311,0,0,1,0,0,1,0,0,1,0,0,0,0
1269,ÀúÁÖ¿Í º°°¡·ç,2.º°°¡·ç,2,2017.11.19,141295,9.72,728,901,39,0,5.152341,6.37673,0,0,1,0,0,1,0,0,1,0,0,0,0
1270,ÀúÁÖ¿Í º°°¡·ç,3.ÀúÁÖÄ«Æä,3,2017.11.26,131993,9.73,701,876,26,0,5.310888,6.636716,0,0,1,0,0,1,0,0,1,0,0,0,0
1271,ÀúÁÖ¿Í º°°¡·ç,4-1.¾Ë¹Ù,4,2017.12.16,122336,9.71,653,814,36,0,5.337758,6.653806,0,0,1,0,0,1,0,0,1,0,0,0,0
1272,ÀúÁÖ¿Í º°°¡·ç,4-2.¾Ë¹Ù(2),5,2017.12.24,113189,9.71,603,755,22,0,5.327373,6.670259,0,0,1,0,0,1,0,0,1,0,0,0,0
1273,¾²·¹±â ¼ºÀÇ ¼Ò³à,1È­,1,2020.08.31,165074,9.84,1780,2039,304,0,10.783043,12.352036,0,0,1,0,0,1,1,0,0,0,0,0,0
1274,¾²·¹±â ¼ºÀÇ ¼Ò³à,2È­,2,2020.09.07,80789,9.88,1185,1370,91,0,14.667838,16.957754,0,0,1,0,0,1,1,0,0,0,0,0,0
1275,¾²·¹±â ¼ºÀÇ ¼Ò³à,3È­,3,2020.09.14,72831,9.9,1163,1354,92,0,15.968475,18.590985,0,0,1,0,0,1,1,0,0,0,0,0,0
1276,¾²·¹±â ¼ºÀÇ ¼Ò³à,4È­,4,2020.09.21,65802,9.91,1155,1253,57,0,17.552658,19.041974,0,0,1,0,0,1,1,0,0,0,0,0,0
1277,¾²·¹±â ¼ºÀÇ ¼Ò³à,5È­,5,2020.09.28,65169,9.89,1165,1316,74,0,17.876598,20.19365,0,0,1,0,0,1,1,0,0,0,0,0,0
1278,ÀÎ»ý»çÁø,Ep1. ºÒ¹ý µµ¹Ú (1),1,2019.10.01,60586,9.59,321,328,60,0,5.298254,5.413792,0,1,0,0,0,1,0,1,0,0,0,0,0
1279,ÀÎ»ý»çÁø,Ep1. ºÒ¹ý µµ¹Ú (2),2,2019.10.08,43945,9.73,237,275,43,0,5.393105,6.257822,0,1,0,0,0,1,0,1,0,0,0,0,0
1280,ÀÎ»ý»çÁø,Ep1. ºÒ¹ý µµ¹Ú (3),3,2019.10.15,38562,9.7,205,224,33,0,5.316114,5.808827,0,1,0,0,0,1,0,1,0,0,0,0,0
1281,ÀÎ»ý»çÁø,Ep1. ºÒ¹ý µµ¹Ú (4),4,2019.10.22,37180,9.76,221,233,37,0,5.944056,6.26681,0,1,0,0,0,1,0,1,0,0,0,0,0
1282,ÀÎ»ý»çÁø,Ep1. ºÒ¹ý µµ¹Ú (END),5,2019.10.29,37853,9.75,222,235,47,0,5.864793,6.208227,0,1,0,0,0,1,0,1,0,0,0,0,0
1283,´ëÀÛÀ¸·Î °¡´Â ±æ,¿ôÁö ¾Ê´Â ¼Ò³à¿Í °³±× Áö¸Á»ý [¿Ï],1,2018.03.14,36339,9.85,418,209,78,0,11.502793,5.751397,0,1,0,0,0,0,0,0,0,1,0,0,0
1284,´ëÀÛÀ¸·Î °¡´Â ±æ,Á¤½Ä¿¬Àç °øÁö,2,2019.07.07,24852,9.71,151,178,62,0,6.07597,7.162401,0,1,0,0,0,0,0,0,0,1,0,0,0
1285,¹ìÇÁ ºê¶ó´õ½º,1È­,1,2017.09.05,72662,9.85,369,218,17,0,5.078308,3.000193,0,0,1,0,0,1,0,1,0,0,0,0,0
1286,¹ìÇÁ ºê¶ó´õ½º,2È­,2,2017.09.12,52516,9.85,298,181,16,0,5.674461,3.446569,0,0,1,0,0,1,0,1,0,0,0,0,0
1287,¹ìÇÁ ºê¶ó´õ½º,3È­,3,2017.09.19,47955,9.84,277,156,11,0,5.776249,3.25305,0,0,1,0,0,1,0,1,0,0,0,0,0
1288,¹ìÇÁ ºê¶ó´õ½º,4È­,4,2017.09.26,45629,9.87,274,162,8,0,6.004953,3.550374,0,0,1,0,0,1,0,1,0,0,0,0,0
1289,¹ìÇÁ ºê¶ó´õ½º,Ãß¼®Æ¯º°Æí,5,2017.10.03,36485,9.87,230,152,17,0,6.303961,4.166096,0,0,1,0,0,1,0,1,0,0,0,0,0
1290,±â°èÀÎ(Ñ¦ÌþìÑ),Á¦1È­ - ¼Ò°³ÆÃ,1,2018.05.12,90788,9.58,427,277,83,0,4.703265,3.051064,0,0,1,0,0,0,1,0,0,0,1,0,0
1291,±â°èÀÎ(Ñ¦ÌþìÑ),Á¦ 2È­ - Plan,2,2018.05.26,65545,9.73,379,211,67,0,5.782287,3.219162,0,0,1,0,0,0,1,0,0,0,1,0,0
1292,±â°èÀÎ(Ñ¦ÌþìÑ),Á¦ 3È­ - ¿ªÀü(æ¾îú / æ½ï®),3,2018.06.10,58143,9.71,323,200,58,0,5.555269,3.439795,0,0,1,0,0,0,1,0,0,0,1,0,0
1293,±â°èÀÎ(Ñ¦ÌþìÑ),Á¦ 4È­ - ¿ªÀü2 (æ¾îú / æ½ï®),4,2018.07.12,50453,9.77,322,202,46,0,6.382177,4.003726,0,0,1,0,0,0,1,0,0,0,1,0,0
1294,±â°èÀÎ(Ñ¦ÌþìÑ),Á¦ 5È­ - Å¸¶ô,5,2018.11.18,42483,9.66,252,186,37,0,5.931784,4.378222,0,0,1,0,0,0,1,0,0,0,1,0,0
1295,º°À»Áö³ª,1È­ - ½Ã²ô·´´Ù°í!!,1,2018.11.26,50473,9.59,170,177,23,0,3.368137,3.506825,0,0,1,0,0,0,0,1,1,0,0,0,0
1296,º°À»Áö³ª,2È­ - ´ç½Å ¹¹¾ß...,2,2018.12.06,40178,9.42,144,137,13,0,3.584051,3.409826,0,0,1,0,0,0,0,1,1,0,0,0,0
1297,º°À»Áö³ª,3È­ - ¹ÌÃÆ³ªºÁ...,3,2018.12.16,35920,9.6,113,133,9,0,3.14588,3.702673,0,0,1,0,0,0,0,1,1,0,0,0,0
1298,º°À»Áö³ª,4È­ - ¹¹ÇÏ¼¼¿ä?,4,2018.12.26,33489,9.61,114,126,10,0,3.404103,3.762429,0,0,1,0,0,0,0,1,1,0,0,0,0
1299,º°À»Áö³ª,5È­ - °±À»°Ô¿ä...,5,2019.01.06,31678,9.65,111,118,8,0,3.504009,3.724983,0,0,1,0,0,0,0,1,1,0,0,0,0
1300,º¸ÀÌÁö ¾Ê´Â »ç¶÷,01. º¸ÀÌÁö ¾Ê´Â ¹Ì·¡,1,2018.11.08,101550,9.39,314,306,29,0,3.092073,3.013294,1,0,0,0,0,0,0,1,1,0,0,0,0
1301,º¸ÀÌÁö ¾Ê´Â »ç¶÷,02. º¸ÀÌÁö ¾Ê´Â »ç¶÷,2,2018.11.15,66649,9.38,286,250,27,0,4.291137,3.750994,1,0,0,0,0,0,0,1,1,0,0,0,0
1302,º¸ÀÌÁö ¾Ê´Â »ç¶÷,03. º¸ÀÌÁö ¾Ê´Â °áÀÇ,3,2018.11.22,61557,9.34,251,241,23,0,4.077522,3.915071,1,0,0,0,0,0,0,1,1,0,0,0,0
1303,º¸ÀÌÁö ¾Ê´Â »ç¶÷,04. º¸ÀÌÁö ¾Ê´Â °³Àü,4,2018.11.29,55633,8.85,263,219,27,0,4.72741,3.936513,1,0,0,0,0,0,0,1,1,0,0,0,0
1304,º¸ÀÌÁö ¾Ê´Â »ç¶÷,05. º¸ÀÌÁö ¾Ê´Â ÀüÀï (1),5,2018.12.06,48719,8.99,200,189,18,0,4.105175,3.87939,1,0,0,0,0,0,0,1,1,0,0,0,0
1305,ÀÌ»óÂ¡ÈÄ(ì¶ßÈó£ý¦),(±¸).,1,2012.06.11,48773,9.88,1603,213,651,0,32.866545,4.36717,0,0,1,1,0,0,0,1,0,0,0,0,0
1306,ÀÌ»óÂ¡ÈÄ(ì¶ßÈó£ý¦),(±¸).,2,2012.08.25,46902,9.88,1566,202,0,0,33.388768,4.306853,0,0,1,1,0,0,0,1,0,0,0,0,0
1307,ÀÌ»óÂ¡ÈÄ(ì¶ßÈó£ý¦),(±¸).,3,2013.06.17,36618,9.87,1081,175,0,0,29.521001,4.77907,0,0,1,1,0,0,0,1,0,0,0,0,0
1308,ÀÌ»óÂ¡ÈÄ(ì¶ßÈó£ý¦),(±¸).,4,2013.10.27,36429,9.88,1082,196,0,0,29.701611,5.380329,0,0,1,1,0,0,0,1,0,0,0,0,0
1309,ÀÌ»óÂ¡ÈÄ(ì¶ßÈó£ý¦),(±¸).,5,2014.05.15,32630,9.87,719,213,0,0,22.034937,6.527735,0,0,1,1,0,0,0,1,0,0,0,0,0
1310,³ªºÎÈ°,1È­ ÇÁ·Ñ·Î±×,1,2021.01.29,72258,9.64,693,929,227,0,9.590634,12.856708,0,0,1,0,0,1,0,0,0,0,1,0,0
1311,³ªºÎÈ°,2È­ ±×¸¸,2,2021.02.05,53458,9.79,541,684,79,0,10.120094,12.795091,0,0,1,0,0,1,0,0,0,0,1,0,0
1312,³ªºÎÈ°,3È­ ¸®Àú·º¼Ç,3,2021.02.12,46850,9.9,430,597,42,0,9.178228,12.742796,0,0,1,0,0,1,0,0,0,0,1,0,0
1313,³ªºÎÈ°,4È­ °ÅÁþ¸»,4,2021.02.19,43693,9.89,403,563,43,0,9.223445,12.885359,0,0,1,0,0,1,0,0,0,0,1,0,0
1314,³ªºÎÈ°,5È­ ½ÃÀÛ,5,2021.02.26,39519,9.85,409,533,60,0,10.349452,13.487183,0,0,1,0,0,1,0,0,0,0,1,0,0
1315,¿¢½ºÆ®¶ó Z¾¾,1È­ - Z¾¾ (1),1,2019.04.29,115822,9.87,1439,1379,58,0,12.424237,11.906201,1,0,0,0,0,1,0,1,0,0,0,0,0
1316,¿¢½ºÆ®¶ó Z¾¾,2È­ - Z¾¾ (2),2,2019.05.06,95286,9.89,1202,1226,27,0,12.614655,12.866528,1,0,0,0,0,1,0,1,0,0,0,0,0
1317,¿¢½ºÆ®¶ó Z¾¾,3È­ - Ã»¾Æ(1),3,2019.05.12,84074,9.9,1122,1129,31,0,13.345386,13.428646,1,0,0,0,0,1,0,1,0,0,0,0,0
1318,¿¢½ºÆ®¶ó Z¾¾,4È­ - Ã»¾Æ (2),4,2019.05.19,79986,9.92,1120,1076,26,0,14.00245,13.452354,1,0,0,0,0,1,0,1,0,0,0,0,0
