,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
1319,¿¢½ºÆ®¶ó Z¾¾,Z¾¾´Â Á¤¸» ¸ô¶ú´Ù.,5,2019.05.21,73607,9.93,1108,1026,19,0,15.052916,13.938892,1,0,0,0,0,1,0,1,0,0,0,0,0
1320,¹Ý,1,1,2019.01.07,66381,9.9,402,224,82,0,6.05595,3.37446,0,0,1,0,0,1,1,0,0,0,0,0,0
1321,¹Ý,2,2,2019.01.17,46300,9.8,270,170,36,0,5.831533,3.671706,0,0,1,0,0,1,1,0,0,0,0,0,0
1322,¹Ý,3,3,2019.01.27,38885,9.87,207,140,37,0,5.323389,3.60036,0,0,1,0,0,1,1,0,0,0,0,0,0
1323,¹Ý,4,4,2019.02.07,33021,9.85,180,123,21,0,5.451077,3.724902,0,0,1,0,0,1,1,0,0,0,0,0,0
1324,¹Ý,5,5,2019.02.17,28447,9.85,151,115,26,0,5.308117,4.042606,0,0,1,0,0,1,1,0,0,0,0,0,0
1325,¼º°ËÀÇ È¦¸®¼Òµå,.,1,2015.10.03,30192,9.86,404,86,83,0,13.381028,2.848437,0,0,1,0,1,1,0,0,0,0,0,0,0
1326,º°¶Ëº°ÀÌ ¶³¾îÁ³´Ù,1,1,2014.03.15,60650,9.81,834,281,50,0,13.751031,4.633141,0,0,1,0,0,0,0,0,1,1,0,0,0
1327,º°¶Ëº°ÀÌ ¶³¾îÁ³´Ù,2,2,2014.03.24,40266,9.84,817,263,43,0,20.290071,6.531565,0,0,1,0,0,0,0,0,1,1,0,0,0
1328,º°¶Ëº°ÀÌ ¶³¾îÁ³´Ù,3,3,2014.04.02,35787,9.84,819,257,43,0,22.885405,7.181379,0,0,1,0,0,0,0,0,1,1,0,0,0
1329,º°¶Ëº°ÀÌ ¶³¾îÁ³´Ù,4,4,2014.04.11,33041,9.85,781,253,33,0,23.637299,7.657153,0,0,1,0,0,0,0,0,1,1,0,0,0
1330,º°¶Ëº°ÀÌ ¶³¾îÁ³´Ù,5,5,2014.04.20,31662,9.83,779,246,49,0,24.603626,7.769566,0,0,1,0,0,0,0,0,1,1,0,0,0
1331,Á×´Â³¯±îÁö,01 - ¼±ÅÃ,1,2017.04.21,133126,9.87,493,127,70,0,3.703259,0.953983,0,0,1,0,0,1,0,1,0,0,0,0,0
1332,Á×´Â³¯±îÁö,02 - °è¾à,2,2017.05.05,86494,9.91,364,79,21,0,4.208384,0.913358,0,0,1,0,0,1,0,1,0,0,0,0,0
1333,Á×´Â³¯±îÁö,03 - ½ÃÀÛ,3,2017.05.19,79453,9.93,348,73,23,0,4.379948,0.918782,0,0,1,0,0,1,0,1,0,0,0,0,0
1334,Á×´Â³¯±îÁö,04 - ¸ô¶ô(»ó),4,2017.06.02,71827,9.89,323,65,33,0,4.496916,0.904952,0,0,1,0,0,1,0,1,0,0,0,0,0
1335,Á×´Â³¯±îÁö,05 - ¸ô¶ô(ÇÏ),5,2017.06.16,67915,9.89,304,65,23,0,4.476183,0.957079,0,0,1,0,0,1,0,1,0,0,0,0,0
1336,¿ÀÁîÀÇ ¹Ùº¸µé,ÇÁ·Ñ·Î±×,1,2014.06.28,35340,9.73,761,385,67,0,21.533673,10.894171,0,1,0,0,1,1,0,0,0,0,0,0,0
1337,¿ÀÁîÀÇ ¹Ùº¸µé,1,2,2014.06.28,33737,9.78,769,390,55,0,22.793965,11.560008,0,1,0,0,1,1,0,0,0,0,0,0,0
1338,¿ÀÁîÀÇ ¹Ùº¸µé,2,3,2014.06.28,33052,9.82,849,430,104,0,25.686797,13.009803,0,1,0,0,1,1,0,0,0,0,0,0,0
1339,¿ÀÁîÀÇ ¹Ùº¸µé,3,4,2014.06.28,30580,9.85,886,387,53,0,28.973185,12.65533,0,1,0,0,1,1,0,0,0,0,0,0,0
1340,¿ÀÁîÀÇ ¹Ùº¸µé,4,5,2014.06.28,30147,9.85,857,377,58,0,28.427373,12.50539,0,1,0,0,1,1,0,0,0,0,0,0,0
1341,´«²É,1. ÇÔ²²,1,2016.07.04,61080,9.77,573,409,32,0,9.381139,6.696136,0,0,1,0,0,1,0,1,0,0,0,0,0
1342,´«²É,2. ¾ÆÄ§,2,2016.07.11,48466,9.83,498,361,23,0,10.275245,7.448521,0,0,1,0,0,1,0,1,0,0,0,0,0
1343,´«²É,3. ´©±¸³Ä ³Í,3,2016.07.18,46290,9.81,399,321,17,0,8.619572,6.934543,0,0,1,0,0,1,0,1,0,0,0,0,0
1344,´«²É,4. ¾î¶»°Ôµç »ì¾Æ°¡³×,4,2016.07.25,43170,9.81,396,289,28,0,9.173037,6.694464,0,0,1,0,0,1,0,1,0,0,0,0,0
1345,´«²É,5. ³»¸®´Â±â¾ï,5,2016.08.01,39751,9.83,394,284,15,0,9.9117,7.144474,0,0,1,0,0,1,0,1,0,0,0,0,0
1346,²¿¸Å,²¿¸Å °øÁö»çÇ×,1,2014.12.29,54089,9.82,744,403,95,0,13.755107,7.450683,1,0,0,1,0,0,0,0,0,1,0,0,0
1347,²¿¸Å,ÆÐ¼Ç°íÀÚ,2,2014.12.30,45770,9.86,827,446,90,0,18.068604,9.744374,1,0,0,1,0,0,0,0,0,1,0,0,0
1348,²¿¸Å,¾È³ç 2014,3,2014.12.31,38006,9.9,773,385,113,0,20.338894,10.129979,1,0,0,1,0,0,0,0,0,1,0,0,0
1349,²¿¸Å,»õÇØ¿¡´Â,4,2015.01.02,33254,9.86,710,358,86,0,21.350815,10.765622,1,0,0,1,0,0,0,0,0,1,0,0,0
1350,²¿¸Å,²À²À ¼û¾î¶ó,5,2015.01.05,28998,9.84,697,384,115,0,24.03614,13.242293,1,0,0,1,0,0,0,0,0,1,0,0,0
1351,È¯»óÀÇ ¾ÆÀÌµé,prologue,1,2019.09.04,91363,9.87,1086,1101,108,0,11.88665,12.05083,1,0,0,0,0,1,0,1,0,0,0,0,0
1352,È¯»óÀÇ ¾ÆÀÌµé,1È­ ÀÏ»óÀÇ ¾ÆÀÌ·¯´Ï(1),2,2019.09.11,68511,9.8,696,754,56,0,10.158953,11.005532,1,0,0,0,0,1,0,1,0,0,0,0,0
1353,È¯»óÀÇ ¾ÆÀÌµé,2È­ ÀÏ»óÀÇ ¾ÆÀÌ·¯´Ï(2),3,2019.09.18,44430,9.8,591,583,40,0,13.301823,13.121765,1,0,0,0,0,1,0,1,0,0,0,0,0
1354,È¯»óÀÇ ¾ÆÀÌµé,3È­ ÀÏ»óÀÇ ¾ÆÀÌ·¯´Ï(3),4,2019.09.25,38875,9.81,555,525,57,0,14.276527,13.504823,1,0,0,0,0,1,0,1,0,0,0,0,0
1355,È¯»óÀÇ ¾ÆÀÌµé,4È­ µµµÏ°ú ¾Ç¸¶,5,2019.10.02,32920,9.94,476,500,60,0,14.459295,15.188335,1,0,0,0,0,1,0,1,0,0,0,0,0
1356,¾Ö´Ï¸Ö ´ÙÀÌ¾î¸®,Page 1. ´ÙÀÌ¾î¸®ÀÇ ½ÃÀÛÀº ´Ù»ç´Ù³­ÇÏ°Ô,1,2016.11.03,40889,9.56,317,125,60,0,7.752696,3.057057,0,0,1,0,0,0,0,1,1,0,0,0,0
1357,¾Ö´Ï¸Ö ´ÙÀÌ¾î¸®,Page 2. ¾´Áö ¾ó¸¶ ¾È µÈ ÀÏ±â´Â µéÃçº¸Áö ¾Ê´Â °Ô ÁÁ´Ù,2,2016.11.10,31448,9.63,269,99,30,0,8.553803,3.148054,0,0,1,0,0,0,0,1,1,0,0,0,0
1358,¾Ö´Ï¸Ö ´ÙÀÌ¾î¸®,Page 3. ÇØ°áÇÏÁö ¸øÇÑ ÀÏÀ» ±â·ÏÇÏ´Â °Ç »ç½Ç Á» ±«·Ó´Ù.,3,2017.02.04,29740,9.75,252,94,20,0,8.473436,3.160726,0,0,1,0,0,0,0,1,1,0,0,0,0
1359,¾Ö´Ï¸Ö ´ÙÀÌ¾î¸®,Page 4. ±×·¸´Ù¸é ¹Ì·ïµÎ´Â °Íµµ ¹æ¹ý,4,2017.02.13,32960,9.57,338,109,44,0,10.254854,3.307039,0,0,1,0,0,0,0,1,1,0,0,0,0
1360,¾Ö´Ï¸Ö ´ÙÀÌ¾î¸®,Page 5. Á¤¸®°¡ ¾È µÈ´Ù¸é Ã¼Å©¸®½ºÆ®¸¦ ¸¸µé¾îº¸ÀÚ,5,2017.02.20,34432,9.89,237,105,47,0,6.883132,3.049489,0,0,1,0,0,0,0,1,1,0,0,0,0
1361,GO! ½Å³ª°í,´ÜÇàº» ÃâÆÇ È®Á¤ °øÁö,1,2016.04.27,29905,8.88,69,41,49,0,2.307306,1.371008,0,0,1,0,0,0,0,0,0,0,0,0,1
1362,°­È£¿­Àü,»ì¼öÆí 1È­,1,2018.05.02,72686,9.8,235,94,22,0,3.233085,1.293234,0,0,1,0,0,0,1,0,0,0,0,1,0
1363,°­È£¿­Àü,»ì¼öÆí 2È­,2,2018.05.09,54670,9.85,220,74,20,0,4.024145,1.353576,0,0,1,0,0,0,1,0,0,0,0,1,0
1364,°­È£¿­Àü,»ì¼öÆí 3È­,3,2018.05.16,48638,9.82,200,71,17,0,4.112011,1.459764,0,0,1,0,0,0,1,0,0,0,0,1,0
1365,°­È£¿­Àü,»ì¼öÆí 4È­,4,2018.05.23,44588,9.87,200,70,16,0,4.485512,1.569929,0,0,1,0,0,0,1,0,0,0,0,1,0
1366,°­È£¿­Àü,»ì¼öÆí 5È­,5,2018.05.30,42749,9.72,167,63,18,0,3.906524,1.473719,0,0,1,0,0,0,1,0,0,0,0,1,0
1367,ÁÖ°£µµ½Ã±â´ã,Á¤½Ä¿¬Àç°øÁö,1,2018.07.21,25033,8.68,82,20,19,0,3.275676,0.798945,0,1,0,0,1,0,0,0,0,0,1,0,0
1368,°ÔÀÌÆ®,°ÔÀÌÆ®,1,2017.02.03,115422,9.75,304,81,141,0,2.633813,0.701773,0,0,1,0,0,1,1,0,0,0,0,0,0
1369,°ÔÀÌÆ®,°ÔÀÌÆ®,2,2017.02.10,73149,9.75,227,53,0,0,3.103255,0.724549,0,0,1,0,0,1,1,0,0,0,0,0,0
1370,°ÔÀÌÆ®,°ÔÀÌÆ®,3,2017.02.17,55975,9.76,192,47,0,0,3.430103,0.839661,0,0,1,0,0,1,1,0,0,0,0,0,0
1371,°ÔÀÌÆ®,°ÔÀÌÆ®,4,2017.02.24,51083,9.65,241,45,0,0,4.717812,0.880919,0,0,1,0,0,1,1,0,0,0,0,0,0
1372,°ÔÀÌÆ®,°ÔÀÌÆ®,5,2017.03.03,46475,9.8,226,54,0,0,4.862829,1.161915,0,0,1,0,0,1,1,0,0,0,0,0,0
1373,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,³ª´Â ³»°¡ ÃµÀçÀÎ ÁÙ ¾Ë¾Ò´Ù,1,2019.05.16,110568,9.8,1266,910,54,0,11.449967,8.230229,1,0,0,1,0,0,0,0,0,0,0,0,0
1374,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¹ÂÁöÄÃÀ» ÇØ¾ß°Ú´Ù,2,2019.05.19,95159,9.83,1132,769,27,0,11.89588,8.081211,1,0,0,1,0,0,0,0,0,0,0,0,0
1375,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,°í3ÀÇ ÀÌÁß»ýÈ°,3,2019.05.20,91683,9.83,1034,718,28,0,11.27799,7.831332,1,0,0,1,0,0,0,0,0,0,0,0,0
1376,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¹ÂÁöÄÃ ÃµÀçÀÇ µ¥ºß ¹«´ë,4,2019.05.23,89010,9.83,1049,672,14,0,11.785193,7.549714,1,0,0,1,0,0,0,0,0,0,0,0,0
1377,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¼±ÅÃÁö ¾øÀ½,5,2019.05.27,86120,9.87,1097,670,29,0,12.73804,7.779842,1,0,0,1,0,0,0,0,0,0,0,0,0
1378,¿À¹¦ÇÑ °¡Á·,ÇÁ·Ñ·Î±×,1,2019.03.07,60513,9.88,658,539,27,0,10.873697,8.907177,1,0,0,1,0,0,0,0,0,0,0,0,0
1379,¿À¹¦ÇÑ °¡Á·,1È­ ¿À¹¦ÇÑ °¡Á·(1),2,2019.03.07,57516,9.82,735,458,20,0,12.779053,7.963002,1,0,0,1,0,0,0,0,0,0,0,0,0
1380,¿À¹¦ÇÑ °¡Á·,2È­ ¿À¹¦ÇÑ °¡Á·(2),3,2019.03.07,49625,9.87,600,414,26,0,12.09068,8.342569,1,0,0,1,0,0,0,0,0,0,0,0,0
1381,¿À¹¦ÇÑ °¡Á·,3È­ ³ªÀÇ Á÷ÀåÀÌ¾ú´ø...(1),4,2019.03.07,44535,9.9,504,357,20,0,11.316942,8.016167,1,0,0,1,0,0,0,0,0,0,0,0,0
1382,¿À¹¦ÇÑ °¡Á·,4È­ ³ªÀÇ Á÷ÀåÀÌ¾ú´ø...(2),5,2019.03.07,41012,9.93,567,349,20,0,13.825222,8.509704,1,0,0,1,0,0,0,0,0,0,0,0,0
1383,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",ÇÏ³ª,1,2018.10.22,60290,9.9,555,457,41,0,9.205507,7.58003,0,0,1,1,0,0,0,0,0,1,0,0,0
1384,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",µÑ,2,2018.10.25,48890,9.85,487,378,16,0,9.961137,7.731642,0,0,1,1,0,0,0,0,0,1,0,0,0
1385,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",¼Â,3,2018.10.29,42377,9.91,457,327,16,0,10.784152,7.71645,0,0,1,1,0,0,0,0,0,1,0,0,0
1386,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",³Ý,4,2018.11.01,40640,9.91,433,299,14,0,10.654528,7.357283,0,0,1,1,0,0,0,0,0,1,0,0,0
1387,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",´Ù¼¸,5,2018.11.05,38573,9.93,407,276,14,0,10.551422,7.155264,0,0,1,1,0,0,0,0,0,1,0,0,0
1388,¾çÇ¬ºñºö¹ä,0 1 ¡¤ ÇÏÁö¸¿½Ã´Ù.,1,2016.03.20,74553,9.85,363,271,23,0,4.869019,3.634998,1,0,0,1,0,0,0,0,0,0,0,0,0
1389,¾çÇ¬ºñºö¹ä,0 2 ¡¤  ¿Ö ¸»À» ¸øÇØ,2,2016.03.24,57529,9.73,329,238,11,0,5.718855,4.137044,1,0,0,1,0,0,0,0,0,0,0,0,0
1390,¾çÇ¬ºñºö¹ä,03 ¡¤ ±îÁÖ¼¼¿©,3,2016.03.31,49893,9.87,297,220,17,0,5.952739,4.409436,1,0,0,1,0,0,0,0,0,0,0,0,0
1391,¾çÇ¬ºñºö¹ä,04 ¡¤ ³ªÇÑÅ× ¿ÖÀÌ·¡,4,2016.04.07,43104,9.88,238,172,8,0,5.521529,3.990349,1,0,0,1,0,0,0,0,0,0,0,0,0
1392,¾çÇ¬ºñºö¹ä,05 ¡¤ ÇÏÆ®(¢½),5,2016.04.14,38698,9.82,234,167,15,0,6.046824,4.315468,1,0,0,1,0,0,0,0,0,0,0,0,0
1393,»çÀÎ°Ë,ÇÁ·Ñ·Î±×,1,2019.02.20,71150,9.87,516,330,107,0,7.252284,4.638089,0,0,1,0,0,1,1,0,0,0,0,0,0
1394,»çÀÎ°Ë,1È­ - Àü¿î(îúê£)°ú ¿î¸íÀÇ ½ÃÀÛ,2,2019.02.27,70933,9.82,280,243,49,0,3.947387,3.425768,0,0,1,0,0,1,1,0,0,0,0,0,0
1395,»çÀÎ°Ë,2È­ - »óÆÈÀÌ ±×¸®°í ½ÃÈ£(1),3,2019.03.06,36743,9.82,262,152,35,0,7.13061,4.136842,0,0,1,0,0,1,1,0,0,0,0,0,0
1396,»çÀÎ°Ë,3È­ - »óÆÈÀÌ ±×¸®°í ½ÃÈ£(2),4,2019.03.13,33801,9.72,262,155,38,0,7.75125,4.585663,0,0,1,0,0,1,1,0,0,0,0,0,0
1397,»çÀÎ°Ë,4È­ - ¿Õµµ(èÝÔ´)·Î(1),5,2019.03.20,30280,9.87,226,137,30,0,7.463672,4.524439,0,0,1,0,0,1,1,0,0,0,0,0,0
1398,"»ç¶ûÀ»,³Ê¿¡°Ô",1È­,1,2019.09.16,53065,9.96,488,561,100,0,9.196269,10.57194,0,0,1,0,0,0,0,1,0,1,0,0,0
1399,"»ç¶ûÀ»,³Ê¿¡°Ô",2È­ ¼Ò¿ø,2,2019.09.23,38177,9.95,482,517,53,0,12.625403,13.542185,0,0,1,0,0,0,0,1,0,1,0,0,0
1400,"»ç¶ûÀ»,³Ê¿¡°Ô",3È­ ²Þ,3,2019.09.30,33022,9.95,384,446,49,0,11.628611,13.506147,0,0,1,0,0,0,0,1,0,1,0,0,0
1401,"»ç¶ûÀ»,³Ê¿¡°Ô",4È­ ½º¸çµé±â ½ÃÀÛÇÏ´Â,4,2019.10.07,28426,9.97,328,424,70,0,11.538732,14.915922,0,0,1,0,0,0,0,1,0,1,0,0,0
1402,"»ç¶ûÀ»,³Ê¿¡°Ô",5È­ ÀÛÀº º¯È­(1),5,2019.10.13,24916,9.97,354,400,51,0,14.207738,16.053941,0,0,1,0,0,0,0,1,0,1,0,0,0
1403,¿ì¸®Áý ºê·ÎÄÝ¸®,1,1,2015.07.06,56811,9.74,303,161,25,0,5.333474,2.833958,1,0,0,0,1,1,0,0,0,0,0,0,0
1404,¿ì¸®Áý ºê·ÎÄÝ¸®,2,2,2015.07.13,41880,9.73,277,129,16,0,6.614136,3.080229,1,0,0,0,1,1,0,0,0,0,0,0,0
1405,¿ì¸®Áý ºê·ÎÄÝ¸®,3,3,2015.07.20,39697,9.73,271,109,9,0,6.826712,2.745799,1,0,0,0,1,1,0,0,0,0,0,0,0
1406,¿ì¸®Áý ºê·ÎÄÝ¸®,4,4,2015.07.27,36708,9.74,246,97,15,0,6.701536,2.642476,1,0,0,0,1,1,0,0,0,0,0,0,0
1407,¿ì¸®Áý ºê·ÎÄÝ¸®,5,5,2015.08.03,34737,9.78,245,100,11,0,7.052998,2.878775,1,0,0,0,1,1,0,0,0,0,0,0,0
1408,CAT,ÀÌ»óÇÑ ¾Ë¹Ù°Å¸®°¡ µé¾î¿Ô½À´Ï´Ù.,1,2011.11.25,46418,9.71,1006,195,182,0,21.672627,4.200957,0,0,1,0,0,0,0,1,0,0,0,0,0
1409,CAT,»ç¶÷ÀÎµ¥ °í¾çÀÌ·¡..,2,2011.12.20,36729,9.67,1040,169,141,0,28.3155,4.601269,0,0,1,0,0,0,0,1,0,0,0,0,0
1410,CAT,³ÉÀÌ¶û ÇÔ²²...,3,2011.12.28,31877,9.69,1011,157,385,0,31.715657,4.925181,0,0,1,0,0,0,0,1,0,0,0,0,0
1411,CAT,Àß Áö³»º¸ÀÚ...?,4,2012.01.06,29679,9.66,864,138,219,0,29.111493,4.649752,0,0,1,0,0,0,0,1,0,0,0,0,0
1412,CAT,Áî¾Ï±ñ °øÁö,5,2012.01.08,23947,9.66,512,108,61,0,21.380549,4.509959,0,0,1,0,0,0,0,1,0,0,0,0,0
1413,ÀÌ½Ã¹ÌÀÌ¾ß±â,-,1,2016.03.24,36224,8.39,175,76,95,0,4.831051,2.098057,0,0,1,0,0,1,0,0,1,0,0,0,0
1414,ÀÌ½Ã¹ÌÀÌ¾ß±â,1È­,2,2018.10.21,24828,9.81,205,71,38,0,8.256807,2.859675,0,0,1,0,0,1,0,0,1,0,0,0,0
1415,ÀÌ½Ã¹ÌÀÌ¾ß±â,2È­,3,2018.10.21,19708,9.84,176,67,15,0,8.930384,3.399635,0,0,1,0,0,1,0,0,1,0,0,0,0
1416,ÀÌ½Ã¹ÌÀÌ¾ß±â,3È­,4,2018.10.21,18080,9.71,219,70,70,0,12.112832,3.871681,0,0,1,0,0,1,0,0,1,0,0,0,0
1417,À±ÀÌ³ª´Â³²ÀÚ,ÇÁ·Ñ·Î±×,1,2019.06.14,52445,8.98,505,304,52,0,9.629135,5.796549,0,0,1,0,0,0,0,1,0,0,0,0,0
1418,À±ÀÌ³ª´Â³²ÀÚ,1È­,2,2019.06.21,48201,9.31,467,283,38,0,9.688596,5.871247,0,0,1,0,0,0,0,1,0,0,0,0,0
1419,À±ÀÌ³ª´Â³²ÀÚ,2È­,3,2019.06.28,34860,9.41,439,267,40,0,12.59323,7.659208,0,0,1,0,0,0,0,1,0,0,0,0,0
1420,À±ÀÌ³ª´Â³²ÀÚ,3È­,4,2019.07.05,30432,9.5,448,272,49,0,14.721346,8.93796,0,0,1,0,0,0,0,1,0,0,0,0,0
1421,À±ÀÌ³ª´Â³²ÀÚ,4È­,5,2019.07.12,28166,9.54,447,271,25,0,15.870198,9.62153,0,0,1,0,0,0,0,1,0,0,0,0,0
1422,»ç¶û »ç¶û ³»»ç¶û,<1È­> ¾î¸° Á¦¿Í Â÷Èñ,1,2011.07.23,42435,9.71,2413,186,570,0,56.863438,4.383174,0,0,1,0,0,0,0,0,1,0,0,1,0
1423,»ç¶û »ç¶û ³»»ç¶û,<2È­> ÀÚÀ¯¸¦ ²Þ²Ù´Â ¿Õ¼¼ÀÚ,2,2011.07.30,29701,9.74,2066,138,353,0,69.559947,4.646308,0,0,1,0,0,0,0,0,1,0,0,1,0
1424,»ç¶û »ç¶û ³»»ç¶û,<3È­> Ã¹¸¸³²,3,2011.08.06,26980,9.77,1842,120,251,0,68.272795,4.447739,0,0,1,0,0,0,0,0,1,0,0,1,0
1425,»ç¶û »ç¶û ³»»ç¶û,<4È­> ¼Ò¸ÁÀÌ »ý±â´Ù,4,2011.08.13,26113,9.77,1901,125,334,0,72.798989,4.786888,0,0,1,0,0,0,0,0,1,0,0,1,0
1426,»ç¶û »ç¶û ³»»ç¶û,<5È­> ¿Ü¼÷ºÎ,5,2011.08.20,24953,9.8,1625,111,220,0,65.12243,4.448363,0,0,1,0,0,0,0,0,1,0,0,1,0
1427,³×Å©·Î°ñºñ,1. ³×Å©·Î¸Ç¼­,1,2013.11.08,35397,9.4,1044,201,116,0,29.494025,5.678447,0,0,1,0,0,1,1,0,0,0,0,0,0
1428,³×Å©·Î°ñºñ,0.2,2,2013.11.09,28546,9.4,917,149,87,0,32.12359,5.219645,0,0,1,0,0,1,1,0,0,0,0,0,0
1429,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ 3È­<°áÅõ>,3,2013.11.12,27533,9.5,912,141,78,0,33.123888,5.121127,0,0,1,0,0,1,1,0,0,0,0,0,0
1430,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ .4È­,4,2013.11.16,25887,9.54,793,128,47,0,30.633136,4.944567,0,0,1,0,0,1,1,0,0,0,0,0,0
1431,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ .5È­,5,2013.11.19,25574,9.56,853,148,74,0,33.354188,5.787128,0,0,1,0,0,1,1,0,0,0,0,0,0
1432,¸¶´ç°³ÀÇ ÀÎ»ý,1È­ _¸¶´ç°³ È²±¸,1,2015.07.14,39138,9.63,339,178,24,0,8.661659,4.54801,0,0,1,0,0,1,0,1,0,0,0,0,0
1433,¸¶´ç°³ÀÇ ÀÎ»ý,2È­_ ÀÛº°ÀÎ»ç,2,2015.07.24,31912,9.67,326,162,25,0,10.215593,5.07646,0,0,1,0,0,1,0,1,0,0,0,0,0
1434,¸¶´ç°³ÀÇ ÀÎ»ý,3È­_²Þ¿¡,3,2015.08.05,30966,9.65,332,164,19,0,10.721436,5.296131,0,0,1,0,0,1,0,1,0,0,0,0,0
1435,¸¶´ç°³ÀÇ ÀÎ»ý,4È­_ º´¿ø¿¡¼­,4,2015.08.20,30793,9.7,330,179,25,0,10.716721,5.813009,0,0,1,0,0,1,0,1,0,0,0,0,0
1436,¸¶´ç°³ÀÇ ÀÎ»ý,5È­ ÁýÀ¸·Î,5,2015.08.29,30075,9.7,338,171,19,0,11.23857,5.685786,0,0,1,0,0,1,0,1,0,0,0,0,0
1437,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,Æ¯º°Æí,1,2019.09.15,43256,9.84,668,540,37,0,15.442944,12.483817,0,0,1,0,0,0,0,1,0,1,0,0,0
1438,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,ÈÄ±â,2,2019.10.27,28645,9.8,536,413,50,0,18.711817,14.417874,0,0,1,0,0,0,0,1,0,1,0,0,0
1439,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿¬Àç°øÁö,3,2020.02.11,25502,9.61,240,283,71,0,9.411027,11.097169,0,0,1,0,0,0,0,1,0,1,0,0,0
1440,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿¬Àç³¯Â¥È®Á¤+¼öÁ¤,4,2020.05.14,15274,9.57,207,238,42,0,13.552442,15.582035,0,0,1,0,0,0,0,1,0,1,0,0,0
1441,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿ÀÇÂÇß½À´Ï´Ù!!,5,2020.08.21,9380,9.61,117,137,41,0,12.473348,14.605544,0,0,1,0,0,0,0,1,0,1,0,0,0
1442,SAURUS,1È­-¸¸³²,1,2017.08.04,41849,9.73,264,123,55,0,6.308394,2.939138,0,0,1,0,0,0,1,1,0,0,0,0,0
1443,SAURUS,2È­-»ç³É,2,2017.08.11,27159,9.88,229,92,35,0,8.431827,3.387459,0,0,1,0,0,0,1,1,0,0,0,0,0
1444,SAURUS,3È­-»ç³É2,3,2017.08.18,23738,9.86,191,88,27,0,8.046171,3.707136,0,0,1,0,0,0,1,1,0,0,0,0,0
1445,SAURUS,4È­-È¸»ó,4,2017.08.25,23085,9.71,188,90,20,0,8.143816,3.898635,0,0,1,0,0,0,1,1,0,0,0,0,0
1446,SAURUS,5È­-À§±â,5,2017.09.01,21860,9.84,183,98,15,0,8.371455,4.483074,0,0,1,0,0,0,1,1,0,0,0,0,0
1447,±×·¡µµ ÇÏ·ç´Â,ÇÁ·Ñ·Î±×. ¹æ,1,2019.07.26,59448,9.87,840,508,21,0,14.129996,8.545283,0,0,1,1,0,0,0,0,0,1,0,0,0
1448,±×·¡µµ ÇÏ·ç´Â,1È­. ºû³ª´Â ²Þ ÁöÁö¾Ê´Â »î,2,2019.08.09,61467,9.91,825,530,28,0,13.421836,8.622513,0,0,1,1,0,0,0,0,0,1,0,0,0
