제목,장르,에피소드,옴니버스,스토리,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
샤이닝걸,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,21,9.76,0
샤카!,스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,279,9.04,0
서당개 삼년이면 풍월을 읊는다.,개그,0,1,0,0,1,0,0,0,0,0,0,0,0,256,9.81,0
서른 되면 뭐 달라질 줄 아냐?,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,929",9.86,0
서른살을 살았어,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,728,9.83,0
서머너즈,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9.54,0
서울신이전,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,66,8.93,0
서울크로니클 / 적우 2060년,에피소드,1,0,0,0,0,0,1,0,0,0,1,0,0,141,9.28,0
서유신마록,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,559,9.68,0
서툴고 어리숙해도 좋아하는,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,782",9.9,0
서폿저택에 어서오세요,개그,0,0,1,1,1,0,0,0,0,0,0,0,0,"18,876",9.86,0
선녀가온 나나,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"5,092",9.84,0
선선한 이야기,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,311",9.66,0
선수들,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,892,9.66,0
선인장과 라디오,드라마,1,0,0,0,0,0,0,1,0,0,0,0,0,11,9.75,0
선택게임,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,"2,584",9.87,0
설단,옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,541,9.76,0
설레긴 개뿔,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,"8,010",9.85,0
설레는 기분,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,"2,724",9.85,0
설레이는 나날,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,"1,036",9.83,0
설뫼뎐,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,25,9.76,0
성검의 홀리소드,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,284,9.78,0
성장통 소나타,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,652",9.89,0
성장호르몬,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,"1,629",9.81,0
성형술사,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"6,557",9.73,0
성형애인,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,237,9.72,0
세 개의 달,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,100,9.55,0
세가지색 클로버,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.54,0
세모와 동그라미,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,191",9.86,0
세상에서 가장 행복한 고양이,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,172,9.86,0
세상의 아이들,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,42,9.8,0
세이의 RPG,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,189,9.69,0
세피아,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,777,9.85,0
셀리아의 어린 연인,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,058",9.84,0
셀프피쉬,감성,0,1,0,0,0,0,0,1,0,1,0,0,0,"1,049",9.87,0
소극적 인간,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,631,9.61,0
소금물 방,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,595",9.86,0
소꿉친구,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,126,9.75,0
소녀 연대기,스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,721,9.63,1
소녀와 동박새,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,217,9.85,0
소녀의 마음으로,스토리,0,0,1,0,1,0,0,1,0,0,0,0,0,"2,273",9.85,0
소녀의 세계,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"12,673",9.85,1
"소년, 남자의 이름으로",순정,0,0,1,0,0,0,0,1,1,0,0,0,0,57,9.83,0
"소년,소녀에게 묻는다.",스릴러,0,0,1,0,0,0,0,0,1,0,1,0,0,49,9.45,0
소년들은 무엇을 하고 있을까,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,027",9.85,1
소년사이코,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,303,9.63,0
소년의 신성,스토리,0,0,1,0,0,0,1,1,0,0,0,0,0,"8,831",9.85,0
소년전[Limit],스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,28,9.42,1
소도시에 삽니다,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,26,9.47,0
소동헌을 위한 기록,감성,0,0,1,0,0,0,0,0,0,1,0,0,0,"2,651",9.73,0
소똥,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,30,9.32,0
소라비의 잡화점,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,544",9.77,0
소란 씨스터즈,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,080",9.6,0
소리다이어리,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,200,9.78,0
소미무,판타지,1,0,0,0,1,1,0,0,0,0,0,0,0,116,9.86,0
소설가J,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9.7,1
소소일기,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,453,9.6,0
소소캣다이어리,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,67,9.76,0
소시민,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,229",9.88,0
소온치 이야기,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,531,9.66,0
소울,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,338,8.93,0
소원을 이루어 줄게!,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,82,9.53,0
소피아가 머리카락을 쓸어넘길 때,일상,0,0,1,1,0,0,0,0,0,0,1,0,0,"5,615",9.89,0
소환진이 좀 이상해 보이는 건 기분 탓이겠지,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"10,693",9.9,0
손 안의 너,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,240",9.87,0
손근손근,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,277,8.7,0
솔라보이,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,135,9.78,0
솔로가 좋다.,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,402",9.87,0
솔로가 하는 연애,스토리,0,0,1,0,0,0,0,0,1,1,0,0,0,111,9.69,0
솔로의 연애,개그,1,0,0,0,1,0,0,0,1,0,0,0,0,"4,281",9.89,0
솔로인커플,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"4,865",9.86,0
솔의 일기,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,031",9.8,0
솔직히 말해서,판타지,1,0,0,0,1,1,0,0,0,0,0,0,0,937,9.69,0
송곳니 가족,판타지,0,1,0,0,0,1,0,1,0,0,0,0,0,562,9.37,0
송사리 레볼루션!,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,978",9.85,0
송양 게스트하우스,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,624",9.77,0
수능0등급,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,701,9.09,0
수상한 가족협정,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,734",9.89,0
수상한 상담소,개그,0,0,1,0,1,0,0,0,0,0,0,0,0,24,9.29,0
수상한 전학생,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"3,013",9.85,0
수상한복학생,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,"6,065",9.85,0
수신기 搜神記,옴니버스,0,1,0,0,0,1,0,0,0,0,0,0,0,54,9.78,0
수영만화일기,스포츠,1,0,0,1,0,0,0,0,0,0,0,0,1,"1,994",9.86,1
수채화 다이어리,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,285",9.61,0
수트 오브 스파이(suit of spy),스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,333,9.62,0
수호령,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,325",9.88,0
수화 배우는 만화,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,703,9.85,0
숙이네 이야기,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,402,9.82,0
숙천,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,81,9.77,0
순진한 로웰씨,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,009",9.85,0
술타는청춘,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,413,9.68,0
숨,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,"2,242",9.86,0
숨비,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"2,560",9.82,0
"숨은, 고양이 찾기",감성,0,0,1,0,0,0,0,0,0,1,0,0,0,178,9.82,0
숲,옴니버스,0,1,0,1,0,0,0,0,0,1,0,0,0,"6,199",9.9,0
숲속마을 친구들,에피소드,1,0,0,0,1,0,0,0,1,0,0,0,0,"1,437",9.87,0
숲속의 성,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"16,230",9.88,0
숲의 향연,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,"1,512",9.73,0
숲의노래 : 영혼이 잠드는 숲,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,108,9.83,0
쉼터에 살았다,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"4,286",9.9,0
슈넨베리아,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"16,787",9.88,0
슈체나리움 (Szenarium),스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,357,9.13,0
슈퍼 시크릿,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,"3,606",9.85,1
슈퍼랑,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,526,9.63,0
슈퍼캣,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,181,9.59,0
스너프 게임,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,318,9.49,0
스리핑거,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,275,9.65,0
스마일브러시,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,14,9.7,1
"스물 다섯, 어디로 가야 하죠?",감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"4,293",9.86,0
스물둘*,스토리,0,0,1,0,0,0,0,0,0,1,0,0,0,56,9.43,0
스물여섯,드라마,0,0,1,1,0,0,0,1,0,0,0,0,0,922,9.48,0
스물일곱,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9.57,0
스왓걸스,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,24,9.66,0
스위치히터,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,31,9.69,0
스윗칵테일,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,253",9.38,0
스코칭 로맨스,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,514,9.85,1
스쿨워터,드라마,0,1,0,0,0,0,0,1,1,0,0,0,0,"3,483",9.81,0
스쿱스,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,331,9.55,0
스크럼블 에그!,판타지,1,0,0,0,1,1,0,0,0,0,0,0,0,"1,204",9.82,0
스크류 드라이버,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"2,163",9.89,0
스타더스트,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,693,8.94,0
스타의 학교생활,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,017",9.76,0
스타일리쉬 리벤지,시대극,0,0,1,0,0,0,1,0,0,0,0,1,0,"9,586",9.62,0
스타체이서,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,699,9.88,0
스턴건,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.45,0
스토커,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,163,9.77,0
스토커의 하루,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,238",9.65,0
스톰힐 다이어리,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,782,9.86,0
스투피즈,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,673",9.89,0
스트리트킹,스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,439,5.79,0
스페로 스페라,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"5,336",9.88,0
스페셜 게스트,드라마,0,0,1,1,0,0,0,1,0,0,0,0,0,"4,136",9.82,0
스페셜 에이전트 이설,스토리,0,0,1,0,0,0,1,1,0,0,0,0,0,12,9.52,0
스페이스 차이나드레스,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,18,9.6,1
스펙터즈,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"3,341",9.89,0
스펙트럼 분석기,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,58,9.85,1
스펠 SPELL,개그,0,1,0,0,1,1,0,0,0,0,0,0,0,56,9.79,0
스푸키 멜로디,옴니버스,0,1,0,0,0,0,0,0,0,1,0,0,0,"2,562",9.88,0
스풍동산,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6.95,0
스퓨메어:연기처럼 사라지다,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,327,9.73,0
스프린터,옴니버스,0,1,0,0,0,0,0,1,0,0,0,0,0,"1,339",9.85,0
스프토랑,일상,0,0,1,1,1,0,0,0,0,0,0,0,0,"3,247",9.77,0
스피너즈,스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,"1,182",9.58,0
스핑크스에이지,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,65,9.85,0
슬기는 슬기를 싫어해!,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,143,9.53,0
슬기로운 생활,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,"2,319",9.85,0
슬로우템포,에피소드,1,0,0,0,0,0,0,0,1,1,0,0,0,336,9.75,0
슬립워커,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,573,9.84,0
슬프게도 이게 내 인생,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,196,9.85,0
슬픔을 먹는 남자,스토리,0,0,1,0,0,1,0,0,0,1,0,0,0,"8,739",9.89,0
슭의 말년휴가,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,16,8.78,0
슭이로운생활,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,62,9.66,0
슷슷,감성,0,1,0,0,0,0,0,0,0,1,0,0,0,106,8.99,0
승무원 현실 취뽀,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,455,9.49,0
시간과 사연,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"7,238",9.79,0
시간나비,스토리,0,0,1,0,0,0,0,0,1,0,1,0,0,"1,111",9.1,0
시간선 完,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"2,806",9.8,0
시간의 뒷면,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,681,9.52,0
시간의 섬,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,34,9.67,1
시간이 머문 집,스토리,0,0,1,0,0,1,0,0,0,1,0,0,0,"9,162",9.88,0
시골 앤더 시티,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,27,9.72,0
시궁쥐구멍,순정,0,1,0,0,0,1,0,0,1,0,0,0,0,136,9.79,0
시나브로 너에게,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,131,9.61,0
시리우스,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,"1,521",9.85,0
시바하루 (시바견의 하루),에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,538,9.56,0
시밝,판타지,0,0,1,0,0,1,0,0,0,0,0,1,0,227,9.84,0
시선스틸러,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,548,9.62,0
시선의차이,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,384,9.44,0
시선이 교차하는 곳,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,232,9.69,0
시월의 로맨스,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,262,9.14,0
시월이툰,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"5,982",9.9,0
시인 없이,스토리,0,0,1,0,0,0,0,0,0,1,0,1,0,892,9.85,0
시크릿 하숙집,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,366,9.68,0
시크릿가족,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"9,193",9.87,0
시큼새큼,감성,0,0,1,0,0,0,0,0,1,1,0,0,0,276,9.84,1
식물생활,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,069",9.79,0
식봉툰,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,708,8.85,0
식빵고양이 파운드캣,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"9,275",9.9,0
식사하시라요,일상,1,0,0,1,0,0,0,1,0,0,0,0,0,30,9.54,0
식스틴,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,691,9.86,1
식욕 로맨스,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,"2,063",9.88,0
식인귀,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,"1,918",9.63,0
신,액션,0,1,0,0,0,1,1,0,0,0,0,0,0,531,9.69,0
신 별주부전,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,057",9.9,0
신과 인간,판타지,1,0,0,0,0,1,1,0,0,0,0,0,0,"12,103",9.89,0
신과 인간에 관한 재밌는 상상화,판타지,0,1,0,0,0,1,0,0,0,0,0,0,0,201,9.8,0
신과의 대화,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"5,174",9.77,0
신기관리팀 처용대,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,288,9.67,0
신기록,옴니버스,0,1,0,0,0,1,0,0,0,0,0,0,0,111,9.86,0
신기한 오늘,에피소드,1,0,0,1,0,1,0,0,0,0,0,0,0,"2,779",9.52,0
신단군전,판타지,0,1,0,0,0,1,0,0,0,0,0,1,0,41,9.65,0
신데렐라를 찾습니다,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,591,9.81,0
신데렐라를 찾습니다 2,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,"1,035",9.75,0
신들을 부탁해!,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,152,9.8,0
신령,판타지,0,0,1,0,0,1,0,0,0,0,0,1,0,342,9.81,1
신룡의 주인,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"4,019",9.85,0
신부의 조각,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,12,9.67,0
신선 마트 중간계지점,판타지,1,0,0,1,0,1,0,0,0,0,0,0,0,"1,300",9.89,0
신선님과 함께,시대극,0,0,1,0,0,0,0,0,1,0,0,1,0,"4,011",9.87,0
신선비,스릴러,0,0,1,0,0,0,0,0,1,0,1,0,0,806,9.88,0
신세기 단편 동화,에피소드,1,0,0,0,0,0,0,0,0,1,0,0,0,"1,668",9.88,0
신속한 세계,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,145,9.23,0
신수의 주인,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,540",9.82,0
신영웅전기,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,428",9.88,0
신의 계약서,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"2,147",9.63,0
신의 마녀,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"7,188",9.87,0
신의 언어,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,71,9.84,1
신의 일요일,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,36,9.76,0
신의 탑,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,"1,110",9.73,0
신의 태궁,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,110",9.88,0
신의 프시키온,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,088",9.84,0
신이 없는 세계,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,060",9.88,0
신입사원 김용사씨,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,124,9.86,0
신혼의 맛,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,72,9.03,0
신화의 나라,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,348",9.78,0
실,스토리,0,0,1,0,0,0,0,0,1,0,0,1,0,"8,250",9.85,0
실연소녀,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"7,549",9.89,0
실질객관동화,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,104,9.75,1
실험학교,일상,1,0,0,1,0,1,0,0,0,0,0,0,0,"3,723",9.89,0
심모람 채널,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,97,9.83,0
심박수1280,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,789,9.72,0
심심한 마왕,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,94,9.76,1
심야알바,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,123",9.85,0
심연,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,532",9.76,0
심해의 조각들,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,160,9.79,0
십이야(十二夜),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,315,9.79,0
십장르,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,123,8.29,0
싱글리틀파파 다이어리,에피소드,1,0,0,1,0,0,0,1,0,0,0,0,0,"1,544",9.88,0
싱글맘맘이야,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,"3,935",9.94,0
싸바? 싸바!,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9.59,0
싸이클로(순환),액션,0,0,1,0,0,1,1,0,0,0,0,0,0,27,9.31,0
싸카소녀,스포츠,0,0,1,0,0,0,0,0,0,0,0,1,1,868,9.84,0
쌍둥이네,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,722,9.87,0
쌍둥이부부일기,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,553",9.87,0
써라 그림일기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9.23,0
썰 삽니다! PM사무소,에피소드,1,0,0,0,0,0,0,1,0,0,0,0,0,271,9.83,0
썸라대왕,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,549,9.55,0
썸씽,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,610",9.86,0
썸타임,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,"2,225",9.86,0
썸툰,옴니버스,0,1,0,1,0,0,0,0,0,0,0,0,0,"11,055",9.87,0
쏘 판타지,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,300",9.87,0
쏠쏠한 일기,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,53,9.81,0
쓰레기 마일리지,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,122,9.66,0
쓰레기 머학생,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"7,285",9.87,0
쓰레기 성의 소녀,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"8,687",9.89,0
쓰리,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9.59,0
쓰리스쿨즈,액션,0,0,1,0,1,0,1,0,0,0,0,0,0,"2,085",9.9,0
쓰지만 달콤해,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,119",9.16,0
씁쓸남 유남생,드라마,1,0,0,1,0,0,0,1,0,0,0,0,0,207,9.81,0
씁쓸한 하루,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,770,9.83,0
씨름,스토리,0,0,1,0,0,0,1,0,0,0,0,0,1,873,9.08,0
씨티라이프,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.25,0
아가씨와 우렁총각,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,"2,605",9.88,0
아기낳는만화,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"5,544",9.88,1
아내가 임신했다,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"5,983",9.88,0
아내의 그녀,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"3,092",9.86,0
아는사람 이야기,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,184,9.78,1
아더스 (others),개그,0,0,1,0,1,0,0,0,1,0,0,0,0,66,9.78,0
아더월드,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,7,9.39,0
아더의왕국,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,522,9.88,0
아띠아노,일상,0,1,0,1,0,0,0,0,0,0,0,0,0,139,9.36,0
아라군주,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,145,9.71,0
아라비안 스위트,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,266",9.79,0
아레나걸스,시대극,0,0,1,0,0,0,1,0,0,0,0,1,0,34,9.64,0
아르테,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,"1,120",9.87,0
아름다운 개새끼,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,"2,530",9.85,0
아리랑부부,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,121,9.81,0
아마데우스,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,820",9.84,0
아마도,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,82,9.52,0
아머나이트,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,379",9.78,0
아메리카노,개그,0,0,1,1,1,0,0,0,0,0,0,0,0,126,8.78,0
아멜리아,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9.7,0
아무 마을 대잔치,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,795,9.86,0
아무 말이나 해(보) SHOW,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,723,9.84,0
아무것도 모르지만,옴니버스,0,1,0,1,0,0,0,0,0,0,0,0,0,284,9.8,0
아무것도 아니에요,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,22,9.67,0
아무도 믿지마,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"4,501",9.82,0
아무래도 좋은,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,188,9.88,0
아무래도 좋은 이야기,일상,1,0,0,1,0,0,0,1,0,0,0,0,0,42,9.67,0
아버지 이야기,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,"4,268",9.84,0
아버지와 아들,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,82,9.75,0
아베 마리아,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,310",9.87,0
아벨,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,50,9.52,0
아비터,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,132",9.78,0
아빠 내일은 뭐하고 놀까?,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,913,9.78,0
아빠는 N살,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"9,649",9.9,0
아빠랑 춤출래?,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,349,9.87,0
아빠를 찾습니다.,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,81,9.79,1
아수라게이트,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,714",9.47,0
아수라연,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9.71,0
아스란영웅전,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,46,9.67,1
