제목,장르,에피소드,옴니버스,스토리,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
아스말의 노래,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.52,0
아스테리스크,일상,1,0,0,1,0,1,0,0,0,0,0,0,0,"3,366",9.88,0
아싸가 알아버렸다,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,574,9.44,0
아싸라비아,감성,0,0,1,0,0,0,0,0,1,1,0,0,0,"5,774",9.86,0
아씨와 나,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,703,9.86,0
아오링도쿄,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"3,067",9.89,0
아옹아옹,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,871,9.86,0
아이고아이고,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,521,8.85,1
아이돌 Dis토피아,감성,0,1,0,0,1,0,0,0,0,1,0,0,0,625,9.74,0
아이돌 스파이,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,137,9.68,0
아이들은 즐겁다,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,113,9.86,1
아이들의 권 선생님,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,172,9.79,1
아이들의404,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,"1,590",9.87,0
아이디어맨,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9.48,0
아이딜리아,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,10,9.48,0
아이란건,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9.47,0
아이보리,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,727",9.87,0
아이엠,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,"3,424",9.6,0
아이엠 슈퍼밴딧,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,21,9.55,0
아이엠 헝그리,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,578",9.79,0
아이테르,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,354,9.86,0
아재소녀,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,069",9.71,0
아좀비,개그,0,1,0,0,1,0,0,1,0,0,0,0,0,247,8.1,0
아첼레란도,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,475,9.76,0
아침나라의 꽃,시대극,0,0,1,0,0,0,0,0,1,0,0,1,0,"3,440",9.85,0
아케미아 아카데미,액션,1,0,0,0,0,1,1,0,0,0,0,0,0,"3,236",9.86,0
아타나시아,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,582,9.69,0
아틀레냐,에피소드,1,0,0,0,1,1,0,0,0,0,0,0,0,"12,768",9.87,0
아틀레냐 비바체,개그,0,1,0,0,1,1,0,0,0,0,0,0,0,"5,052",9.87,0
아파지는 중입니다,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,596,9.74,0
아파트용사,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,"2,148",9.43,0
아프리카의 대장,개그,1,0,0,0,1,0,1,0,0,0,0,0,0,8,9.43,0
아홉수 우리들,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,524",9.89,1
악귀의 메아리,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,431,9.61,0
악마도 의무교육 받습니다!,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,"3,945",9.87,0
악마를 찾는 사람들,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,112,9.53,0
악마법소녀,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,040",9.89,0
악마소녀,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,406,9.58,0
악마와 티타임,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,477,9.86,0
악마왕의 괴팍한나라,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9.5,0
악마의 레시피,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,485",9.76,0
악마의 성불사무소,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,325,9.89,0
악마의 육아일기,판타지,1,0,0,0,0,1,0,0,0,1,0,0,0,"3,430",9.83,0
악인,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,722,9.77,1
악제에피소드,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,51,9.56,0
악취,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,930,9.76,1
안개숲에살다,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,23,9.7,0
안개의 시,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9.73,0
안녕 내 스물일곱,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,615,9.85,0
안녕 도쿄,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,46,9.8,0
안녕 외교국,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,545,9.54,0
안녕 톡톡,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,125,8.95,0
"안녕, 나의 길고양이",일상,0,0,1,1,0,0,0,1,0,0,0,0,0,"5,147",9.89,0
"안녕, 앨리스",스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"11,033",9.83,0
"안녕,호두",일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,232",9.89,0
안녕?위드니,감성,1,0,0,0,0,0,0,1,0,1,0,0,0,"1,629",9.87,0
안녕도깨비,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"3,084",9.87,0
안녕하세요 간호사입니다,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,241",9.84,0
안녕！후식맨,판타지,1,0,0,0,0,1,0,1,0,0,0,0,0,32,9.83,0
안단테,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,222",9.76,0
안단테 노선생,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,80,9.67,0
안즈,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,548,9.8,0
안쭝의 소심러브,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,419,9.67,0
안해요씨,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,24,9.8,0
"알고 싶니 마음, #심리툰 by 팔호광장",일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,377",9.77,0
알바가 아니야!,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,36,8.38,0
알바생 노미래,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,"1,615",9.36,0
알바생생,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,36,9.55,0
알콜일기,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"5,970",9.88,0
알타고,액션,0,0,1,0,1,0,1,0,0,0,0,0,0,845,9.75,0
알타입 프로젝트,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.39,0
알트,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,101,9.79,0
암흑도시,에피소드,1,0,0,0,1,0,0,0,0,0,0,0,0,37,8.92,1
압락사스,스토리,0,0,1,1,0,0,0,0,0,0,1,0,0,105,9.38,1
앜,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,38,9.59,0
애니마,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,958,9.83,0
애니멀 다이어리,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,766,9.71,0
애니멀 팜!,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,"18,334",9.87,0
애니멀'즈 매거진,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,752,9.79,0
애니메이킹,드라마,1,0,0,1,0,0,0,1,0,0,0,0,0,907,9.51,0
애쉬그레이,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"3,265",9.89,0
애오라지,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,965,9.7,0
애원(愛怨),드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,419,9.81,0
애정만사,감성,0,1,0,0,0,0,0,0,0,1,0,0,0,16,8.45,0
애포칼립스,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,499,9.08,0
애플 다이너마이트,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,60,9.78,0
애플 에이지,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"3,152",9.87,0
애플시나몬,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,898",9.86,0
애플파이,스토리,0,0,1,0,0,0,0,0,1,1,0,0,0,152,9.64,0
앨리스를 위하여,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,"2,731",9.87,0
"앵두야, 연애하자",스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,30,9.85,0
앵무새 기숙사 309호,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,697,9.88,0
야귀록,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,342",9.75,0
야도닷껌,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4.86,0
야상곡,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,168,9.75,0
야생화,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,141,9.84,0
야수본능,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,212,9.51,0
야수와 줄리엣,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,294,9.88,0
야수의 노래,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,337,9.83,0
야오네집,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,304,9.78,0
야옹방범대,판타지,0,1,0,0,0,1,0,1,0,0,0,0,0,"2,255",9.89,0
야화,일상,0,0,1,1,0,1,0,0,0,0,0,0,0,140,9.79,0
약하지않아,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,495,9.8,0
얀카툰,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,70,8.86,0
양말도깨비,스토리,0,0,1,0,0,0,0,0,0,1,0,0,0,507,9.86,0
양송부부의 맛있는 한잔,드라마,1,0,0,1,0,0,0,1,0,0,0,0,0,"3,935",9.81,0
양의 향수병,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.55,0
양지리정신병원,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,"1,902",9.19,0
양철맨,에피소드,1,0,0,0,1,0,1,0,0,0,0,0,0,185,9.24,0
양치기 소년,일상,0,0,1,1,0,0,0,0,1,0,0,0,0,"1,023",9.78,0
양푼비빔밥,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,614,9.79,0
얘보단 일 잘하겠지의 '얘',일상,1,0,0,1,0,0,0,0,0,0,0,0,0,57,9.79,0
어글리 피플즈,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,018",8.7,1
어글리후드,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,510",9.89,1
어나더,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,290",9.86,0
어나더 월드,일상,0,1,0,1,0,0,0,1,0,0,0,0,0,64,9.85,0
어느 공대생 이야기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,45,9.66,0
어느 남고생의 하루,감성,0,0,1,1,0,0,0,0,0,1,0,0,0,"1,313",9.88,0
어느 베개의 이야기,일상,0,0,1,1,0,0,0,0,0,1,0,0,0,24,9.77,0
어느 오래된 도서관의 비밀,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,588,9.86,0
어느 토요일 밤의 무지개,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,229,9.81,0
어느새 대학생,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,171,9.26,0
어느새스며든,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,684,9.59,0
어둠 속을 날아서,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,480,9.73,0
어둠속의 심연,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,301,9.68,0
어둠의 일상툰,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,792,9.67,0
어둠의 창 번외편-토아 이야기,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,254",9.56,0
어둠이 내게 오면,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"4,692",9.86,0
어둠이 스러지는 꽃,드라마,0,0,1,0,0,0,0,1,0,0,0,1,0,34,9.86,0
어디사세요,옴니버스,0,1,0,0,0,0,0,1,0,0,0,0,0,578,9.82,0
어떤 화랑의 아가씨와 용의 이야기,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,349,9.86,0
어렴풋이,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,640,9.8,0
어른스러운 철구,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,285,9.66,1
어른이,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,652",9.68,0
어린공주,감성,0,0,1,0,0,1,0,0,0,1,0,0,0,"1,112",9.89,0
어메이징 결혼이야기,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,426",9.85,0
"어서옵셔, 식당입니다.",에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,127,9.39,0
어서와,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,"1,093",9.82,0
어제 오늘 그리고 내일,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,97,9.86,0
어쩌다 간호사,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"4,274",9.75,0
어쩌다 보니 용사가,에피소드,1,0,0,0,1,1,0,0,0,0,0,0,0,463,9.64,0
어쩌다 햄스터,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"3,953",9.8,0
어쩌지 남여,개그,0,1,0,0,1,0,0,0,1,0,0,0,0,"2,236",9.79,0
어쿠스틱라이프,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,185,9.57,0
어항속 꽃밭,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"25,838",9.85,0
언노운 - (Unknown),스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,15,8.78,0
언니,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"7,501",9.9,0
언니가 돌아왔다,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"4,448",9.84,0
언더 더 애플트리,개그,0,1,0,0,1,1,0,0,0,0,0,0,0,106,9.29,0
언더그라운드,스토리,0,0,1,1,0,0,0,0,0,0,0,0,0,17,9.71,0
언더그라운드 블러드팩,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,864,9.87,0
언더시티,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,22,9.66,0
언더페인팅,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,622",9.89,0
언데드의사 김해골,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,"10,301",9.9,0
언령,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,76,9.41,0
언메이크,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,312,9.26,1
언원티드,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"2,564",9.84,1
언제나! 별난하루,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9.5,0
얼룩말,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,23,9.76,1
얼어붙은 아로와향기,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,283,8.83,0
얼인의 만아 (얼仁義 滿我),개그,1,0,0,0,1,0,0,0,0,0,0,1,0,549,9.85,0
얼짱의 이중생활,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,405,9.79,0
얼티미터,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"4,479",9.89,0
엄마는 고슴도치,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,18,9.52,0
엄마왜,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,24,9.62,0
업사이클 다이어리,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,867",9.68,0
에고 인 휴고,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,349,9.77,0
에렌티,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,43,9.71,0
에르나크,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,934,9.85,0
에르데,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,326,9.79,0
에밀리 이야기,에피소드,1,0,0,1,0,0,0,1,0,0,0,0,0,359,9.76,0
에스카토스,스릴러,0,0,1,0,0,0,0,0,0,0,1,0,0,"1,245",9.87,0
에스키스,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,372",9.85,0
에스프레소 케이크,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,593,9.86,0
에이디,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,584,9.86,0
에잇 뿔,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,340,9.82,0
엑소니클,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,296",9.67,0
엑스마키나,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,91,6.86,0
엑스텐,스토리,0,0,1,0,0,0,0,1,0,0,0,0,1,"2,244",9.85,0
엑스트라 Z씨,판타지,1,0,0,0,0,1,0,1,0,0,0,0,0,"5,039",9.9,0
엑스프렌즈,드라마,1,0,0,1,0,0,0,1,0,0,0,0,0,"2,508",9.84,0
엔드시즌,드라마,0,0,1,0,0,0,0,1,0,0,0,0,1,"2,262",9.56,0
엔드와 세이브,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,"1,809",9.61,0
엔파이터즈,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9.13,0
엘레노이 아타락시아,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"6,737",9.87,0
엘레프,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,145,9.73,0
엘리자베스1호,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,515,9.85,0
엘리자벳 데일리,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,017",9.81,0
엘카림이 들어줄게!,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,373",9.78,0
엘프하프,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,690",9.85,0
엥앙일기,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,739,9.86,0
여고남,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,948,9.54,0
여고를 아느냐,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"6,862",9.85,0
여고생 변신하는 만화,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,477,9.86,0
여고생이 좋아요,스토리,0,0,1,0,0,0,1,0,1,0,0,0,0,"6,683",9.87,0
여기까지 살아왔다!,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,18,9.17,0
여기서 한잔할래?,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,"9,260",9.71,0
여기야! 헤드볼 빌리지,감성,1,0,0,0,0,1,0,0,0,1,0,0,0,61,9.05,0
여긴 불빛이 안 드는 곳이야,에피소드,1,0,0,1,0,0,0,0,1,0,0,0,0,"3,879",9.83,0
여긴 어디,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,517,9.89,0
여대생 차오름의 천사,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"1,171",9.89,0
여대생의 정석,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,793",9.87,0
여도지죄,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,593",9.83,0
여동생은 로봇,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,668,9.8,0
여름밤에 문을 두드린 산타,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"1,481",9.88,0
여름소년,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,29,9.62,0
여름에 내리는 서리,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,165,9.09,0
여름의 퀄리아,순정,0,0,1,0,0,0,0,0,1,0,1,0,0,116,9.16,0
여름이 끝날 무렵,스릴러,0,0,1,0,0,0,0,0,0,0,1,0,0,14,9.56,0
여왕의 계절,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,"5,052",9.87,0
여우들,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,228,9.47,0
여우비 전설,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,982,8.92,0
여우야 여우야,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,701",9.75,0
여우자매,일상,0,1,0,1,0,0,0,0,0,0,0,1,0,"32,557",9.9,0
여의도,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,"2,483",9.74,0
여자 공수혁,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"22,893",9.89,0
여자가 더 좋아하는 연애,감성,1,0,0,0,0,0,0,0,1,1,0,0,0,"4,509",9.85,0
여자들의 뒷담화,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,"6,469",9.87,0
여자만화[구두],옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,290,9.74,0
여자의 마음,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,380",9.62,0
여전히 일상,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,651,9.88,0
여캠 조수희,스토리,0,0,1,1,0,0,0,0,0,0,1,0,0,"1,667",9.51,0
여탕보고서,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"6,749",9.84,1
여행 다운,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"3,965",9.87,0
연고남,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,172",9.67,0
연기는 처음인데요?!,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,879,9.66,0
연놈,감성,0,0,1,1,0,0,0,0,0,1,0,0,0,"42,150",9.85,1
연두툰,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"5,253",9.72,0
연습생 고영신,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,510",9.85,0
연애 못하는 여자,감성,0,0,1,0,0,0,0,0,1,1,0,0,0,"4,043",9.82,0
연애고자 모하나,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,582",9.85,0
연애노트,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,838,8.83,0
연애를 못하는 남자,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,350,9.85,0
연애문학,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,622,9.59,0
연애싫어,개그,0,0,1,0,1,0,0,0,1,0,0,0,0,"27,229",9.85,0
연애의 정석,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"5,734",9.7,0
연애의정령,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,"1,072",9.84,1
연애일기,일상,1,0,0,1,0,0,0,0,1,0,0,0,0,"19,447",9.9,0
연애천재,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,308",9.86,0
연애학,스토리,0,0,1,0,1,0,0,0,0,1,0,0,0,847,9.32,0
연옥님이 보고계셔,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,16,9.62,1
연우퇴마기,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,71,9.78,0
연정가,시대극,0,0,1,0,0,0,0,0,0,0,0,1,0,233,9.48,0
열렙전사,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,379,9.71,1
열쇠의 용사 카이제루스,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,783,9.65,0
열여섯과 스물 그 사이,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,676",9,0
열일곱,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,670",9.57,0
열정호구,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,304",9.87,1
영광에 매이다,일상,0,0,1,1,1,0,0,0,0,0,0,0,0,140,9.74,0
영어전쟁,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,711,9.86,0
영웅 소녀,스토리,0,0,1,0,0,0,0,0,1,0,0,1,0,529,9.15,0
옆집에 그녀가 산다,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,871,9.63,0
옆집에 신이산다,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,740",9.72,0
옆집여대생,판타지,0,1,0,0,0,1,0,1,0,0,0,0,0,"19,877",9.81,0
옆집화랑,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,16,9.74,1
예쁘니까 괜찮아,개그,0,0,1,0,1,0,0,0,0,0,0,0,0,"7,202",9.86,0
예쁜 사나이,스토리,0,0,1,0,1,0,0,1,0,0,0,0,0,139,9.59,0
예쁜인력,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,51,8.73,0
예서중 유나!,일상,1,0,0,1,0,0,0,0,1,0,0,0,0,"1,338",9.36,0
옐로우,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9.74,0
오 사장님은 상사병,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,129,9.34,0
오! 덕후를 위하여,순정,0,0,1,1,0,0,0,0,1,0,0,0,0,"20,312",9.89,0
오!주예수여,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,"10,051",9.85,1
오가닉하게 우프!,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,537,9.85,0
오나미,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,141,7.45,0
오늘 뭐 해먹지?,일상,1,0,0,1,0,0,0,1,0,0,0,0,0,933,9.85,0
오늘 하루도 말랑멜랑,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,812,9.88,0
오늘 할래?,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,1,216,8.63,0
"오늘, 뭐했어?",에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,187",9.68,0
"오늘,응",일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,030",9.78,0
오늘과 내일의 경계,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,963",9.89,0
오늘도 그래고래,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"6,063",9.83,0
오늘도 냥냥냥♪,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,363",9.87,0
오늘도 랄라,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,521",9.74,0
오늘도 먹음머금,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,620",9.89,0
"오늘도 무사히,",에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,93,9.63,0
오늘도 버섯전골,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,985,9.52,0
오늘도 분홍했분홍,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"4,412",9.85,0
오늘도 사랑하세요,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,"11,314",9.89,1
오늘도 오셨네요,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,153,9.22,0
오늘도 풀때기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,262,9.69,0
오늘도 핸드메이드!,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,529",9.86,1
오늘도 형제는 평화롭다,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"4,223",9.89,1
오늘만 사는 토끼가면,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,060",9.82,0
오늘밤 야식을 먹는다,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,914",9.45,0
오늘부터 G.A.B님과 함께 살게 되었습니다,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,20,9.84,0
오늘부터 날아!,액션,0,0,1,0,0,0,1,0,0,0,0,0,1,"1,466",9.85,0
오늘부터 다이어트,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,443",9.88,0
오늘부터 파릇파릇!,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,329,9.84,0
오늘은 꼭 고백할 거야!,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,"2,820",9.88,0
