,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä
2336,±×¸®°í ±×µéÀº,±×¸®°í ±×µéÀº 3È­,3,2009.05.29,287,9.53,95,1,0,0.3310104529616725,0.003484320557491289
2337,±×¸®°í ±×µéÀº,±×¸®°í ±×µéÀº 4È­,4,2009.06.03,250,9.46,108,1,0,0.432,0.004
2338,±×¸®°í ±×µéÀº,±×¸®°í ±×µéÀº 5È­ (¿Ï°á),5,2009.06.10,497,9.56,188,1,0,0.3782696177062374,0.002012072434607646
2339,¾ö¸¶¿Ö,ÇÁ·Ñ·Î±× - »õ½Ïµé,1,2012.12.21,952,9.44,343,10,0,0.3602941176470588,0.01050420168067227
2340,¾ö¸¶¿Ö,1. Çàº¹ÇØ,2,2012.12.21,804,9.54,423,8,0,0.5261194029850746,0.009950248756218905
2341,¾ö¸¶¿Ö,2. ¿ì¸®Áýµµ ÀÖ´Ù,3,2012.12.24,491,9.53,369,6,0,0.7515274949083504,0.012219959266802444
2342,¾ö¸¶¿Ö,3. ³ªµµ,4,2012.12.27,412,9.52,366,7,0,0.8883495145631068,0.01699029126213592
2343,¾ö¸¶¿Ö,4. »õÇØ,5,2012.12.30,369,9.55,317,7,0,0.8590785907859079,0.018970189701897018
2344,ºÎÅ¹ÇØ¿ä-! °õ¾¾!,ÀÌº°ÈÄ,1,2009.09.04,680,9.74,432,2,0,0.6352941176470588,0.0029411764705882353
2345,ºÎÅ¹ÇØ¿ä-! °õ¾¾!,°õ¾¾(?),2,2009.09.11,405,9.71,450,3,0,1.1111111111111112,0.007407407407407408
2346,ºÎÅ¹ÇØ¿ä-! °õ¾¾!,³²°ÜÁø°Í,3,2009.09.21,343,9.74,382,2,0,1.1137026239067056,0.0058309037900874635
2347,ºÎÅ¹ÇØ¿ä-! °õ¾¾!,Ãß¾ï,4,2009.09.25,308,9.74,548,7,0,1.7792207792207793,0.022727272727272728
2348,ºÎÅ¹ÇØ¿ä-! °õ¾¾!,Áñ°Å¿î Ãß¼®µÇ¼¼¿ä!,5,2009.10.02,281,9.76,306,2,0,1.0889679715302492,0.0071174377224199285
2349,µð¹ÙÀÎ ¾Èµå·Î¸Þ´Ù,ÇÁ·Ñ·Î±×¥°,1,2013.01.15,723,9.79,882,17,0,1.2199170124481329,0.02351313969571231
2350,µð¹ÙÀÎ ¾Èµå·Î¸Þ´Ù,ÇÁ·Ñ·Î±×¥± - ÆÄÀÏ °¡¹®¹¦ Å°Å¸¶óÇÁ ¹¦¿ª,2,2013.01.29,562,9.82,970,10,0,1.7259786476868328,0.017793594306049824
2351,µð¹ÙÀÎ ¾Èµå·Î¸Þ´Ù,1È­ : ³×ÀÏ <1>,3,2013.02.14,466,9.83,901,9,0,1.9334763948497855,0.019313304721030045
2352,µð¹ÙÀÎ ¾Èµå·Î¸Þ´Ù,2È­ : ³×ÀÏ<2>,4,2013.03.07,288,9.89,790,8,0,2.7430555555555554,0.027777777777777776
2353,µð¹ÙÀÎ ¾Èµå·Î¸Þ´Ù,3È­ : 487³â 4¿ù,5,2013.03.29,226,9.92,715,10,0,3.163716814159292,0.04424778761061947
2354,¾îÁ¦ ¿À´Ã ±×¸®°í ³»ÀÏ,Ä¡°ú°¡±â,1,2012.04.12,3134,9.71,780,8,0,0.2488832163369496,0.0025526483726866626
2355,¾îÁ¦ ¿À´Ã ±×¸®°í ³»ÀÏ,¿¹»Ú³Ä?,2,2012.04.18,1633,9.76,709,13,0,0.4341702388242498,0.007960808328230252
2356,¾îÁ¦ ¿À´Ã ±×¸®°í ³»ÀÏ,²Þ,3,2012.04.25,637,9.76,697,1,0,1.0941915227629513,0.0015698587127158557
2357,¾îÁ¦ ¿À´Ã ±×¸®°í ³»ÀÏ,ÇÎÅ©»ö ¸Ó¸®²ö,4,2012.05.02,348,9.74,709,2,0,2.0373563218390807,0.005747126436781609
2358,¾îÁ¦ ¿À´Ã ±×¸®°í ³»ÀÏ,¿ÀÇØÇÏÁö ¸¶¼¼¿ä,5,2012.05.09,194,9.75,703,1,0,3.6237113402061856,0.005154639175257732
2359,Dead to the world,INTRO,1,2013.02.05,743,9.85,2149,1,0,2.892328398384926,0.0013458950201884253
2360,Dead to the world,1,2,2013.02.12,469,9.84,1707,3,0,3.6396588486140726,0.006396588486140725
2361,Dead to the world,2,3,2013.02.22,122,9.86,1445,0,0,11.844262295081966,0.0
2362,Dead to the world,3,4,2013.03.01,78,9.88,1326,1,0,17.0,0.01282051282051282
2363,Dead to the world,4,5,2013.03.10,68,9.87,1310,0,0,19.264705882352942,0.0
2364,¾È³ç£¡ÈÄ½Ä¸Ç,¿¹°íÆí,1,2012.08.03,731,9.74,349,4,0,0.4774281805745554,0.005471956224350205
2365,¾È³ç£¡ÈÄ½Ä¸Ç,1È¸,2,2012.08.10,792,9.81,405,4,0,0.5113636363636364,0.005050505050505051
2366,¾È³ç£¡ÈÄ½Ä¸Ç,2È¸,3,2012.08.17,609,9.84,409,2,0,0.6715927750410509,0.003284072249589491
2367,¾È³ç£¡ÈÄ½Ä¸Ç,3È¸,4,2012.08.24,497,9.82,427,3,0,0.8591549295774648,0.006036217303822937
2368,¾È³ç£¡ÈÄ½Ä¸Ç,4È¸,5,2012.08.31,427,9.85,427,3,0,1.0,0.00702576112412178
2369,½ºÀ§Ä¡È÷ÅÍ,Á¦1±¸ ÇÃ·¹ÀÌº¼,1,2013.05.15,1111,9.65,501,1,0,0.45094509450945097,0.0009000900090009
2370,½ºÀ§Ä¡È÷ÅÍ,Á¦2±¸ ¿ø ¾Ø ¿ø,2,2013.05.22,616,9.62,400,2,0,0.6493506493506493,0.003246753246753247
2371,½ºÀ§Ä¡È÷ÅÍ,Á¦3±¸ µ¹Á÷±¸,3,2013.05.29,497,9.62,392,2,0,0.7887323943661971,0.004024144869215292
2372,½ºÀ§Ä¡È÷ÅÍ,Á¦4±¸ È÷Æ® ¹ÙÀÌ ÇÇÄ¡,4,2013.06.05,518,9.69,369,1,0,0.7123552123552124,0.0019305019305019305
2373,½ºÀ§Ä¡È÷ÅÍ,Á¦5±¸ ³´¾Æ¿ô,5,2013.06.12,444,9.68,345,1,0,0.777027027027027,0.0022522522522522522
2374,¾ðÁ¦³ª! º°³­ÇÏ·ç,¾ðÁ¦³ª º°³­ÇÏ·ç,1,2011.02.18,1015,9.53,133,5,0,0.1310344827586207,0.0049261083743842365
2375,¾ðÁ¦³ª! º°³­ÇÏ·ç,¾ðÁ¦³ª! º°³­ÇÏ·ç,2,2011.02.23,496,9.26,116,3,0,0.23387096774193547,0.006048387096774193
2376,¾ðÁ¦³ª! º°³­ÇÏ·ç,3È­,3,2011.03.26,340,9.24,148,1,0,0.43529411764705883,0.0029411764705882353
2377,¾ðÁ¦³ª! º°³­ÇÏ·ç,¾ðÁ¦³ª! º°³­ÇÏ·ç,4,2011.04.10,243,9.81,101,1,0,0.4156378600823045,0.00411522633744856
2378,¾ðÁ¦³ª! º°³­ÇÏ·ç,¾ðÁ¦³ª! º°³­ÇÏ·ç,5,2011.04.23,220,9.41,164,1,0,0.7454545454545455,0.004545454545454545
2379,¸Á°í¸¾º¸,³» ÀÌ¸§Àº  ¸¶¸®°í? ¾Æ´Ï ¸Á°í?,1,2011.06.02,796,9.79,372,2,0,0.46733668341708545,0.002512562814070352
2380,¸Á°í¸¾º¸,02.Å«ÇüÀº ½É¼úÀïÀÌ,2,2011.06.03,498,9.78,352,2,0,0.7068273092369478,0.004016064257028112
2381,¸Á°í¸¾º¸,03.º´¿ø³îÀÌ´Â ±×¸¸,3,2011.06.11,542,9.79,343,2,0,0.6328413284132841,0.0036900369003690036
2382,¸Á°í¸¾º¸,04.ÀÛÀºÇüÀÇ ±ôÂ¦ ¼±¹°(1),4,2011.06.17,430,9.75,345,0,0,0.8023255813953488,0.0
2383,¸Á°í¸¾º¸,05.ÀÛÀº ÇüÀÇ ±ôÂ¦ ¼±¹°(2),5,2011.06.24,368,9.61,365,0,0,0.9918478260869565,0.0
2384,[¿ïÁö¸¶],[¿ïÁö¸¶] 1È­ / 5³âÀü..,1,2009.10.16,834,9.69,596,7,0,0.7146282973621103,0.008393285371702638
2385,[¿ïÁö¸¶],[¿ïÁö¸¶] 2È­ / ¹ÌÆÃ,2,2009.10.23,509,9.72,492,4,0,0.9666011787819253,0.007858546168958742
2386,[¿ïÁö¸¶],[¿ïÁö¸¶] 3È­ / Ä¿ÇÃ Á¤ÇÏ±â,3,2009.10.30,497,9.71,539,5,0,1.0845070422535212,0.01006036217303823
2387,[¿ïÁö¸¶],[¿ïÁö¸¶] 4È­ / »çÃ¤¾÷ÀÚ,4,2009.11.06,459,9.77,405,3,0,0.8823529411764706,0.006535947712418301
2388,[¿ïÁö¸¶],[¿ïÁö¸¶] 5È­ / ±Ã±ÝÇÏ´Ï?,5,2009.11.13,384,9.58,470,3,0,1.2239583333333333,0.0078125
2389,HOLE,bule day -1,1,2010.05.14,2482,9.64,796,0,0,0.32070910556003224,0.0
2390,HOLE,i don't see me -2,2,2010.05.14,1347,9.65,747,1,0,0.5545657015590201,0.0007423904974016332
2391,HOLE,the forth dimension -3,3,2010.05.14,359,9.67,737,0,0,2.052924791086351,0.0
2392,HOLE,fresh -4,4,2010.05.14,114,9.69,852,0,0,7.473684210526316,0.0
2393,HOLE,"and,and,and-5",5,2010.05.20,72,9.73,802,0,0,11.13888888888889,0.0
2394,ÀÌÇÁ,ºÀÀÎÃ¼.ÇÁ·Ñ·Î±×,1,2014.03.01,2943,9.79,328,87,0,0.11145090044172613,0.029561671763506627
2395,ÀÌÇÁ,ºÀÀÎÃ¼.1È­,2,2014.03.03,1356,9.83,267,62,0,0.19690265486725664,0.045722713864306784
2396,ÀÌÇÁ,ºÀÀÎÃ¼.2È­,3,2014.03.10,303,9.89,248,53,0,0.8184818481848185,0.17491749174917492
2397,ÀÌÇÁ,ºÀÀÎÃ¼.3È­,4,2014.03.17,119,9.88,267,58,0,2.2436974789915967,0.48739495798319327
2398,ÀÌÇÁ,ºÀÀÎÃ¼.4È­,5,2014.03.24,80,9.91,246,63,0,3.075,0.7875
2399,HAVEN's,¼­¸·,1,2008.10.29,614,9.26,307,1,0,0.5,0.0016286644951140066
2400,HAVEN's,°øÁö,2,2009.12.05,301,9.46,158,0,0,0.5249169435215947,0.0
2401,HAVEN's,½ÃÀÛ HAVEN ÇìÀÌºì,3,2010.02.13,455,9.45,204,0,0,0.44835164835164837,0.0
2402,HAVEN's,chapter 1 - 1,4,2010.12.05,412,9.56,142,2,0,0.3446601941747573,0.0048543689320388345
2403,HAVEN's,chapter 1 - 2,5,2010.12.13,231,9.57,126,2,0,0.5454545454545454,0.008658008658008658
2404,¾î´À Åä¿äÀÏ ¹ãÀÇ ¹«Áö°³,ÇÁ·Ñ·Î±×,1,2014.02.16,966,9.76,294,55,0,0.30434782608695654,0.056935817805383024
2405,¾î´À Åä¿äÀÏ ¹ãÀÇ ¹«Áö°³,1È­,2,2014.02.18,594,9.57,320,53,0,0.5387205387205387,0.08922558922558922
2406,¾î´À Åä¿äÀÏ ¹ãÀÇ ¹«Áö°³,2È­,3,2014.02.25,293,9.93,268,41,0,0.9146757679180887,0.13993174061433447
2407,¾î´À Åä¿äÀÏ ¹ãÀÇ ¹«Áö°³,[3È­],4,2014.03.04,100,9.91,229,39,0,2.29,0.39
2408,¾î´À Åä¿äÀÏ ¹ãÀÇ ¹«Áö°³,[4È­],5,2014.03.11,72,9.87,221,39,0,3.0694444444444446,0.5416666666666666
2409,Ç×¹®¹Ì³² ·¦¼Òµð,1È­ ÇÁ·Ñ·Î±×,1,2011.06.15,2100,9.51,797,4,0,0.37952380952380954,0.0019047619047619048
2410,Ç×¹®¹Ì³² ·¦¼Òµð,2È­ ¸éÁ¢ÀÇ Á¤¼® (»ó),2,2011.06.25,1224,9.68,618,0,0,0.5049019607843137,0.0
2411,Ç×¹®¹Ì³² ·¦¼Òµð,3È­ ¸éÁ¢ÀÇ Á¤¼® (ÇÏ),3,2011.07.05,410,9.84,500,1,0,1.2195121951219512,0.0024390243902439024
2412,Ç×¹®¹Ì³² ·¦¼Òµð,4È­ ±×µéÀÇ ÇÁ·¹Á¨Å×ÀÌ¼Ç (»ó),4,2011.07.15,316,9.86,485,0,0,1.5348101265822784,0.0
2413,Ç×¹®¹Ì³² ·¦¼Òµð,Á¦¸ñº¯°æ °øÁö»çÇ× ÀÔ´Ï´Ù,5,2011.07.23,172,9.91,304,0,0,1.7674418604651163,0.0
2414,±î¸¶±ÍÀÇ ÆíÁö,1È­,1,2010.02.17,1143,9.42,316,1,0,0.2764654418197725,0.0008748906386701663
2415,±î¸¶±ÍÀÇ ÆíÁö,2È­ 'Áø½Ç',2,2010.02.22,571,9.54,312,1,0,0.5464098073555166,0.0017513134851138354
2416,±î¸¶±ÍÀÇ ÆíÁö,3È­,3,2010.03.01,170,9.65,331,0,0,1.9470588235294117,0.0
2417,±î¸¶±ÍÀÇ ÆíÁö,4È­,4,2010.03.08,99,9.67,377,0,0,3.808080808080808,0.0
2418,±î¸¶±ÍÀÇ ÆíÁö,5È­,5,2010.03.15,108,9.61,346,0,0,3.2037037037037037,0.0
2419,Ä«»êµå¶ó,Ä«»êµå¶ó 1È¸ - ÀçÀÛÈ­º»,1,2011.06.27,4734,9.64,440,8,0,0.09294465568229827,0.0016899028305872412
2420,Ä«»êµå¶ó,Ä«»êµå¶ó 2È¸ - ÀçÀÛÈ­º»,2,2011.06.27,2669,9.64,402,2,0,0.15061820906706633,0.0007493443237167478
2421,Ä«»êµå¶ó,Ä«»êµå¶ó 3È­ - ÀçÀÛÈ­º»,3,2011.06.27,1114,9.67,385,0,0,0.34560143626570916,0.0
2422,Ä«»êµå¶ó,Ä«»êµå¶ó 4È­ ÀçÀÛÈ­º»,4,2011.06.27,705,9.65,394,0,0,0.5588652482269504,0.0
2423,Ä«»êµå¶ó,5È­,5,2011.06.27,884,9.72,384,0,0,0.4343891402714932,0.0
2424,´ÞÀÚ ´ÙÀÌ¾î¸®,ÀÎ°£´ä°Ô »ì±â,1,2012.08.13,1219,9.37,369,12,0,0.302707136997539,0.009844134536505332
2425,´ÞÀÚ ´ÙÀÌ¾î¸®,½ÄÅ½,2,2012.08.13,874,9.51,311,11,0,0.35583524027459956,0.012585812356979404
2426,´ÞÀÚ ´ÙÀÌ¾î¸®,ÀÎ°£´ä°Ô »ì±â(¿µ¾î¹öÁ¯),3,2012.08.24,565,8.51,181,6,0,0.32035398230088497,0.010619469026548672
2427,´ÞÀÚ ´ÙÀÌ¾î¸®,½ÄÅ½(¿µ¾î¹öÁ¯),4,2012.08.24,433,7.83,133,4,0,0.3071593533487298,0.009237875288683603
2428,´ÞÀÚ ´ÙÀÌ¾î¸®,¸Ó¸®ÇÏ´Â ³¯,5,2012.08.24,531,9.1,194,6,0,0.3653483992467043,0.011299435028248588
2429,³Ê¶«¿¡ Âù¶õÇÑ ³»ÀÎ»ý!,1È­,1,2010.01.02,803,9.65,314,2,0,0.39103362391033625,0.0024906600249066002
2430,³Ê¶«¿¡ Âù¶õÇÑ ³»ÀÎ»ý!,2È­,2,2010.01.09,442,9.63,272,1,0,0.6153846153846154,0.0022624434389140274
2431,³Ê¶«¿¡ Âù¶õÇÑ ³»ÀÎ»ý!,3È­,3,2010.01.14,384,9.69,264,3,0,0.6875,0.0078125
2432,³Ê¶«¿¡ Âù¶õÇÑ ³»ÀÎ»ý!,4È­,4,2010.01.21,308,9.56,328,1,0,1.0649350649350648,0.003246753246753247
2433,³Ê¶«¿¡ Âù¶õÇÑ ³»ÀÎ»ý!,5È­,5,2010.01.28,241,9.7,292,1,0,1.2116182572614107,0.004149377593360996
2434,¹é¼ö (ÛÝáø),ÇÁ·Ñ·Î±×,1,2011.07.19,1723,8.9,205,4,0,0.11897852582704585,0.0023215322112594312
2435,¹é¼ö (ÛÝáø),1È­ : D-2day..,2,2011.07.26,1500,8.76,173,4,0,0.11533333333333333,0.0026666666666666666
2436,¹é¼ö (ÛÝáø),2È­ : D-1day,3,2011.08.17,985,8.58,132,2,0,0.13401015228426397,0.0020304568527918783
2437,¹é¼ö (ÛÝáø),3È­ : D day,4,2012.01.13,818,8.71,137,2,0,0.16748166259168704,0.0024449877750611247
2438,¹é¼ö (ÛÝáø),4È­ : episode1,5,2012.01.15,649,8.83,135,4,0,0.20801232665639446,0.0061633281972265025
2439,¾Ç¸¶¿ÕÀÇ ±«ÆÅÇÑ³ª¶ó,1È­ - Åº»ý,1,2010.05.17,1473,9.6,184,10,0,0.12491513917175831,0.006788866259334691
2440,¾Ç¸¶¿ÕÀÇ ±«ÆÅÇÑ³ª¶ó,2È­ - Å«µÎ ¾Ç¸¶¸í,2,2010.05.25,834,9.61,149,7,0,0.17865707434052758,0.008393285371702638
2441,¾Ç¸¶¿ÕÀÇ ±«ÆÅÇÑ³ª¶ó,3È­ - ´Ù¸®,3,2010.05.31,341,9.8,115,3,0,0.33724340175953077,0.008797653958944282
2442,¾Ç¸¶¿ÕÀÇ ±«ÆÅÇÑ³ª¶ó,4È­ - µüÁö°ÔÀÓ,4,2010.06.07,236,9.76,113,3,0,0.4788135593220339,0.012711864406779662
2443,¾Ç¸¶¿ÕÀÇ ±«ÆÅÇÑ³ª¶ó,5È­ - ¹°ÃÑ´ë°á,5,2010.06.15,246,9.65,128,1,0,0.5203252032520326,0.0040650406504065045
2444,[±×³àÀÇ ºñ¹«´Ù],[±×³àÀÇ ºñ¹«´Ù]00_¿¹°íÆí,1,2008.09.04,768,9.52,204,3,0,0.265625,0.00390625
2445,[±×³àÀÇ ºñ¹«´Ù],[±×³àÀÇ ºñ¹«´Ù]01_Àü¼­±¸,2,2008.09.06,619,9.56,205,2,0,0.33117932148626816,0.0032310177705977385
2446,[±×³àÀÇ ºñ¹«´Ù],[±×³àÀÇ ºñ¹«´Ù]02_¾ß±¤ÁÖ,3,2008.09.11,491,9.57,209,2,0,0.4256619144602851,0.004073319755600814
2447,[±×³àÀÇ ºñ¹«´Ù],[±×³àÀÇ ºñ¹«´Ù]03_°û¿¹,4,2008.09.18,430,9.54,197,2,0,0.45813953488372094,0.004651162790697674
2448,[±×³àÀÇ ºñ¹«´Ù],[±×³àÀÇ ºñ¹«´Ù]04_°áÀÇ,5,2008.09.26,377,9.53,196,4,0,0.519893899204244,0.010610079575596816
2449,¹Ì¹¦ÇÑ ÀÌ¾ß±â,¹Ì¹¦ÇÑ ÀÌ¾ß±â 1È­,1,2009.11.10,720,9.56,216,40,0,0.3,0.05555555555555555
2450,¹Ì¹¦ÇÑ ÀÌ¾ß±â,¹Ì¹¦ÇÑ ÀÌ¾ß±â 2È­,2,2009.11.16,496,9.57,182,31,0,0.36693548387096775,0.0625
2451,¹Ì¹¦ÇÑ ÀÌ¾ß±â,¹Ì¹¦ÇÑ ÀÌ¾ß±â 3È­,3,2009.11.23,393,9.59,216,32,0,0.549618320610687,0.08142493638676845
2452,¹Ì¹¦ÇÑ ÀÌ¾ß±â,¹Ì¹¦ÇÑ ÀÌ¾ß±â °øÁö,4,2009.11.30,319,9.55,160,29,0,0.5015673981191222,0.09090909090909091
2453,¹Ì¹¦ÇÑ ÀÌ¾ß±â,¹Ì¹¦ÇÑ ÀÌ¾ß±â 4È­,5,2009.12.09,308,9.5,183,24,0,0.5941558441558441,0.07792207792207792
2454,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö-prologue,1,2009.01.06,360,8.94,72,3,0,0.2,0.008333333333333333
2455,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö,1.³²ÀÚ·Î ÅÂ¾î³­´Ù´Â °Í.,2,2009.01.06,332,8.82,78,1,0,0.23493975903614459,0.0030120481927710845
2456,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö,2.¼±ÅÃ,3,2009.05.05,240,8.93,69,1,0,0.2875,0.004166666666666667
2457,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö,3.µè±â¿£ °¡½¿ ¾ÆÇÂ ¸»µé..,4,2009.05.08,207,8.89,74,0,0,0.357487922705314,0.0
2458,ÆÄ¶õ¸¸Àå ²¿¹«½Å ÀÏÁö,4.³»°¡ µè°í ½ÍÀº ¸»,5,2009.05.12,186,8.89,64,1,0,0.34408602150537637,0.005376344086021506
2459,ºí·çº£¸® ¿Ë½ÉÀÌ,1È­ -µµÂø-,1,2012.08.01,719,9.75,279,9,0,0.38803894297635605,0.012517385257301807
2460,ºí·çº£¸® ¿Ë½ÉÀÌ,2È­ -Ã¹ÀÎ»ó-,2,2012.08.07,351,9.79,218,3,0,0.6210826210826211,0.008547008547008548
2461,ºí·çº£¸® ¿Ë½ÉÀÌ,3È­ -À½¸ðÀÇ µ£-,3,2012.08.13,228,9.72,178,3,0,0.7807017543859649,0.013157894736842105
2462,ºí·çº£¸® ¿Ë½ÉÀÌ,4È­ -Â÷ÀÌÁ¡-,4,2012.08.17,174,9.74,164,0,0,0.9425287356321839,0.0
2463,ºí·çº£¸® ¿Ë½ÉÀÌ,5È­ -¸ÀÀÇ ±â¾ï-,5,2012.08.22,210,9.71,225,1,0,1.0714285714285714,0.004761904761904762
2464,¾ÆÀÌµô¸®¾Æ,ÇÁ·Ñ·Î±×,1,2012.06.28,584,9.5,419,2,0,0.7174657534246576,0.003424657534246575
2465,¾ÆÀÌµô¸®¾Æ,1 - EP1 Çö»ó±Ý »ç³É²Û (1),2,2012.07.05,655,9.48,431,2,0,0.6580152671755726,0.0030534351145038168
2466,¾ÆÀÌµô¸®¾Æ,2 - EP1 Çö»ó±Ý »ç³É²Û (2),3,2012.07.12,413,9.54,325,2,0,0.7869249394673123,0.004842615012106538
2467,¾ÆÀÌµô¸®¾Æ,3 - EP1 Çö»ó±Ý »ç³É²Û (3),4,2012.07.19,316,9.55,285,1,0,0.9018987341772152,0.0031645569620253164
2468,¾ÆÀÌµô¸®¾Æ,4 - EP1 Çö»ó±Ý »ç³É²Û (4),5,2012.07.26,287,9.37,257,3,0,0.8954703832752613,0.010452961672473868
2469,µ·±î½º,#1. µ· ¸ø¾²´Â ³²ÀÚ,1,2010.03.06,1362,9.61,592,2,0,0.434654919236417,0.0014684287812041115
2470,µ·±î½º,#2. ±î´Ù·Î¿î ¿©ÀÚ,2,2010.03.13,582,9.74,838,1,0,1.4398625429553265,0.001718213058419244
2471,µ·±î½º,#3. ¾È¸¶ÇÏ´Â °í¾çÀÌ,3,2010.03.20,292,9.73,651,0,0,2.2294520547945207,0.0
2472,µ·±î½º,#4. ±×³à°¡ Çàº¹ÇÑ ÀÌÀ¯,4,2010.03.27,170,9.67,544,0,0,3.2,0.0
2473,µ·±î½º,#5. Á¸´ñ¸»,5,2010.04.04,115,9.7,509,0,0,4.426086956521739,0.0
2474,»¡°£ºÀÅõ,»¡°£ºÀÅõ ¿¹°í.,1,2010.10.15,720,9.26,194,1,0,0.26944444444444443,0.001388888888888889
2475,»¡°£ºÀÅõ,1È¸. ³»°¡°¡Áø °Íµé,2,2010.10.22,830,9.46,383,1,0,0.4614457831325301,0.0012048192771084338
2476,»¡°£ºÀÅõ,2È¸. »õ·Î¿î ¾Æ¸£¹ÙÀÌÆ®,3,2010.10.29,499,9.37,317,0,0,0.6352705410821643,0.0
2477,»¡°£ºÀÅõ,3È¸. À½»êÇÑ °Íµé,4,2010.11.05,212,9.45,310,0,0,1.4622641509433962,0.0
2478,»¡°£ºÀÅõ,4È¸. °á½É,5,2010.11.12,105,9.37,261,0,0,2.4857142857142858,0.0
2479,Ä¿Æ°ÄÝ ¾Æ·¡±×¶û,ÇÁ·Ñ,1,2012.06.28,760,9.79,1198,2,0,1.5763157894736841,0.002631578947368421
2480,Ä¿Æ°ÄÝ ¾Æ·¡±×¶û,1. ½´ÆÛ½ÅÀÔ (1),2,2012.07.06,440,9.78,1163,1,0,2.643181818181818,0.0022727272727272726
2481,Ä¿Æ°ÄÝ ¾Æ·¡±×¶û,2. ½´ÆÛ½ÅÀÔ (2),3,2012.07.16,203,9.8,1099,1,0,5.413793103448276,0.0049261083743842365
2482,Ä¿Æ°ÄÝ ¾Æ·¡±×¶û,3. Ãµ±¹ÀÇ ¸Á³ª´Ï,4,2012.07.26,110,9.8,1108,0,0,10.072727272727272,0.0
2483,Ä¿Æ°ÄÝ ¾Æ·¡±×¶û,4. ÁË¿Á,5,2012.08.06,60,9.81,1088,0,0,18.133333333333333,0.0
2484,Stupor Mundi,Prologue / Sainte Lance,1,2010.11.06,528,9.36,242,0,0,0.4583333333333333,0.0
2485,Stupor Mundi,1 : 1 / ¾Æº§ÀÇ ²Þ,2,2010.11.13,428,9.6,357,0,0,0.8341121495327103,0.0
2486,Stupor Mundi,1 : 2 / ¹ã¼Õ´Ô,3,2010.11.20,236,9.55,209,0,0,0.885593220338983,0.0
2487,Stupor Mundi,1 : 3 / ½Â·Á,4,2010.11.27,177,9.39,267,0,0,1.5084745762711864,0.0
2488,Stupor Mundi,1 : 4 / ¿ÜÃâ,5,2010.12.04,151,9.65,204,0,0,1.3509933774834437,0.0
2489,¿À°¡´ÐÇÏ°Ô ¿ìÇÁ!,ÇÁ·Ñ·Î±×,1,2014.05.08,1788,9.67,247,63,0,0.13814317673378076,0.03523489932885906
2490,¿À°¡´ÐÇÏ°Ô ¿ìÇÁ!,Á¦1È­ °á½É,2,2014.05.15,1118,9.6,227,43,0,0.20304114490161002,0.038461538461538464
2491,¿À°¡´ÐÇÏ°Ô ¿ìÇÁ!,Á¦2È­ ³óÀå Á¤ÇÏ±â,3,2014.05.22,461,9.7,213,42,0,0.46203904555314534,0.0911062906724512
2492,¿À°¡´ÐÇÏ°Ô ¿ìÇÁ!,Á¦3È­ Ãâ¹ß!,4,2014.05.29,158,9.66,214,35,0,1.3544303797468353,0.22151898734177214
2493,¿À°¡´ÐÇÏ°Ô ¿ìÇÁ!,Á¦4È­ ¹æÈ²ÀÇ ½ÃÀÛ,5,2014.06.05,91,9.79,214,34,0,2.3516483516483517,0.37362637362637363
2494,³ª¸¥ÇØ º°°õ,[¼¾Æ¼¸àÅ»½ºÅä¸®] ¡Ü ¼­ÅøÁö¸¸ ³Ê¸¦ À§ÇØ ¡Ü,1,2007.06.09,699,9.36,14,1,0,0.020028612303290415,0.001430615164520744
2495,³ª¸¥ÇØ º°°õ,[¼¾Æ¼¸àÅ»½ºÅä¸®] ¡Ü ¿î¸íÀÇ Ã¥ ¡Ü,2,2007.06.13,488,9.08,12,0,0,0.02459016393442623,0.0
2496,³ª¸¥ÇØ º°°õ,[¼¾Æ¼¸àÅ»½ºÅä¸®] ¡Ü º°ÀÌ ºû³ª´Â ´Ù¶ô¹æ ¡Ü,3,2007.06.26,320,9.09,11,0,0,0.034375,0.0
2497,³ª¸¥ÇØ º°°õ,[¼¾Æ¼¸àÅ»½ºÅä¸®] ¡Ü Çª¸¥ÇÏ´Ã ±×¸®±â ¡Ü,4,2007.06.30,209,9.1,10,1,0,0.04784688995215311,0.004784688995215311
2498,³ª¸¥ÇØ º°°õ,[¼¾Æ¼¸àÅ»½ºÅä¸®] ¡Ü Çª¸¥¹ã ¹ÐÅ©Æ¼ ¡Ü,5,2007.07.07,165,9.11,9,0,0,0.05454545454545454,0.0
2499,BEST WAY,BEST WAY -1-,1,2009.12.07,449,8.96,57,3,0,0.12694877505567928,0.0066815144766146995
