Unnamed: 0,제목,장르,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
3383,두세기,드라마,0,0,0,0,1,1,0,0,0,0,70,9.74,0
3385,안녕?위드니,드라마,0,0,0,0,1,0,1,0,0,0,"1,629",9.87,0
3387,사람교환사업,드라마,0,0,0,0,1,0,1,0,0,0,117,9.52,0
3388,휘슬링,드라마,0,0,0,0,1,1,0,0,0,0,640,9.53,0
3390,불가능한 연애,드라마,0,0,0,0,1,1,0,0,0,0,"2,126",9.86,0
3391,문아(問我),드라마,0,0,0,0,1,0,0,0,1,0,267,9.76,1
3392,강을 그리다,드라마,0,0,0,0,1,0,0,0,1,0,383,9.87,0
3393,무존재감,드라마,0,0,0,0,1,0,0,1,0,0,333,9.62,0
3394,꽃밭에서,드라마,0,0,0,0,1,0,0,1,0,0,"1,673",9.87,0
3399,어느새스며든,드라마,0,0,0,0,1,1,0,0,0,0,684,9.59,0
3400,여도지죄,드라마,0,0,0,0,1,1,0,0,0,0,"2,593",9.83,0
3403,스트리트킹,드라마,0,0,0,0,1,0,0,0,0,1,439,5.79,0
3404,기다림의 미학,드라마,0,0,0,0,1,1,0,0,0,0,558,9.54,0
3405,파차마마의 마법,드라마,0,0,0,0,1,0,1,0,0,0,779,9.88,0
3407,사랑비,드라마,0,0,0,0,1,1,0,0,0,0,234,8.52,0
3408,오리의 호수,드라마,0,0,0,0,1,0,0,0,0,0,51,9.44,0
3409,셀프피쉬,드라마,0,0,0,0,1,0,1,0,0,0,"1,049",9.87,0
3410,살인자,드라마,0,0,0,0,1,0,0,1,0,0,529,9.86,0
3412,쿨쿨상담,드라마,0,0,0,0,1,0,1,0,0,0,"1,590",9.86,0
3413,토마,드라마,0,0,0,0,1,0,0,1,0,0,621,9.43,0
3414,숨,드라마,0,0,0,0,1,0,0,1,0,0,"2,242",9.86,0
3415,썸씽,드라마,0,0,0,0,1,1,0,0,0,0,"1,610",9.86,0
3416,전지적 악녀 시점,드라마,0,0,0,0,1,1,0,0,0,0,319,8.81,0
3417,해바라기 하나,드라마,0,0,0,0,1,0,1,0,0,0,"1,159",9.87,0
3418,그림자가 길어지는 시간,드라마,0,0,0,0,1,0,1,0,0,0,73,9.86,0
3421,시선의차이,드라마,0,0,0,0,1,1,0,0,0,0,384,9.44,0
3422,천개의 소원,드라마,0,0,0,0,1,1,0,0,0,0,"9,970",9.86,0
3424,사업왕 심길후,드라마,0,0,0,0,1,0,0,0,0,0,"1,552",9.65,0
3426,슬기는 슬기를 싫어해!,드라마,0,0,0,0,1,0,0,0,0,0,143,9.53,0
3428,북극의 밤,드라마,0,0,0,0,1,0,0,1,0,0,127,9.44,0
3429,멋지다고 해줘!,드라마,0,0,0,0,1,1,0,0,0,0,108,9.45,0
3432,향기를 입다,드라마,0,0,0,0,1,1,0,0,0,0,103,9.35,0
3433,봄여름가을겨울 떡집,드라마,0,0,0,0,1,1,0,0,0,0,"1,222",9.75,0
3434,시선이 교차하는 곳,드라마,0,0,0,0,1,0,0,0,0,0,232,9.69,0
3435,지나온 길,드라마,0,0,0,0,1,0,1,0,0,0,989,9.38,0
3438,"부사관 후보생, 유아미!",드라마,0,0,0,0,1,0,1,0,0,0,172,9.12,0
3441,"참아줘요, 마리안느!",드라마,0,0,0,0,1,1,0,0,0,0,322,9.41,0
3442,전송,드라마,0,0,0,0,1,0,0,1,0,0,467,9.2,0
3443,시월의 로맨스,드라마,0,0,0,0,1,1,0,0,0,0,262,9.14,0
3446,펄스나인,드라마,0,0,0,0,1,0,0,0,0,1,"2,024",9.49,0
3447,그녀의 첫사랑,드라마,0,0,0,0,1,1,0,0,0,0,101,9.49,0
3450,땅 끝에서,드라마,0,0,0,0,1,0,0,0,0,0,239,9.85,0
3451,썰 삽니다! PM사무소,드라마,0,0,0,0,1,0,0,0,0,0,270,9.83,0
3453,펜션 타나토스,드라마,0,0,0,0,1,0,0,1,0,0,276,9.72,0
3454,다 정한 꿈,드라마,0,0,0,0,1,1,0,0,0,0,382,9.73,0
3456,스펙트럼 분석기,드라마,0,0,0,0,1,0,0,0,0,0,58,9.85,1
3458,고고픽션,드라마,0,0,0,0,1,0,1,0,0,0,271,9.78,0
3461,사냥꾼과 최형사,드라마,0,0,0,0,1,0,0,1,0,0,536,9.42,0
3464,마더어스,드라마,0,0,0,0,1,0,0,1,0,0,825,9.49,0
3465,국화야,드라마,0,0,0,0,1,0,0,0,1,0,145,9.4,0
3466,처음이잖아,드라마,0,0,0,0,1,0,1,0,0,0,152,9.53,0
3469,마네킹,드라마,0,0,0,0,1,0,1,0,0,0,"1,025",9.85,0
3470,거울 속에 비친 유령,드라마,0,0,0,0,1,0,0,1,0,0,155,9.81,0
3473,플라잉 스쿼럴 걸,드라마,0,0,0,0,1,0,0,0,0,1,58,9.78,0
3476,위기의 범죄자,드라마,0,0,0,0,1,0,0,1,0,0,"3,078",9.86,0
3477,모아세 (모두가 아름다워진 세상),드라마,0,0,0,0,1,0,1,0,0,0,"14,606",9.86,0
3479,사계절 마법소녀,드라마,0,0,0,0,1,0,0,0,0,0,119,9.8,0
3480,동양의 색,드라마,0,0,0,0,1,1,0,0,0,0,211,9.78,0
3485,널 마주할 용기눈,드라마,0,0,0,0,1,1,0,0,0,0,371,9.15,0
3487,샌드위치를 먹다,드라마,0,0,0,0,1,1,0,0,0,0,356,9.62,0
3488,왕자님을 인터뷰하는 법,드라마,0,0,0,0,1,1,0,0,0,0,"1,000",9.85,0
3489,우리들의 다섯걸음,드라마,0,0,0,0,1,0,1,0,0,0,501,9.62,0
3491,칠흑,드라마,0,0,0,0,1,0,0,1,0,0,147,9.49,0
3493,아빠를 찾습니다.,드라마,0,0,0,0,1,1,0,0,0,0,81,9.79,1
3496,갱스타즈(Gangstaaz),드라마,0,0,0,0,1,0,0,0,0,1,472,9.64,0
3498,세상에서 가장 행복한 고양이,드라마,0,0,0,0,1,0,1,0,0,0,172,9.86,0
3499,독신으로 살겠다,드라마,0,0,0,0,1,1,0,0,0,0,64,9.73,1
3501,조선의함대,드라마,0,0,0,0,1,0,0,0,1,0,49,9.56,0
3509,안녕 톡톡,드라마,0,0,0,0,1,0,1,0,0,0,125,8.95,0
3510,[좀비]이게무슨일?,드라마,0,0,0,0,1,0,0,1,0,0,107,9.43,0
3512,힛온,드라마,0,0,0,0,1,0,1,0,0,0,110,9.85,0
3514,몽유병,드라마,0,0,0,0,1,1,0,0,0,0,204,9.72,0
3515,스톰힐 다이어리,드라마,0,0,0,0,1,1,0,0,0,0,782,9.86,0
3519,스너프 게임,드라마,0,0,0,0,1,0,0,1,0,0,318,9.49,0
3520,오빠의향기,드라마,0,0,0,0,1,1,0,0,0,0,"1,072",9.85,0
3523,인버스,드라마,0,0,0,0,1,0,0,1,0,0,837,9.86,0
3524,"멀리서 보면, 푸른 봄",드라마,0,0,0,0,1,0,1,0,0,0,"1,212",9.85,0
3526,애플시나몬,드라마,0,0,0,0,1,1,0,0,0,0,"1,898",9.86,0
3527,꾼,드라마,0,0,0,0,1,0,0,0,0,0,100,9.52,0
3529,이석의 맨숀,드라마,0,0,0,0,1,0,0,0,0,0,75,9.08,0
3530,미백클럽,드라마,0,0,0,0,1,1,0,0,0,0,190,9.68,0
3531,사랑이올까요,드라마,0,0,0,0,1,0,1,0,0,0,63,9.58,0
3532,너라면 알까?,드라마,0,0,0,0,1,1,0,0,0,0,576,9.86,0
3534,알바가 아니야!,드라마,0,0,0,0,1,0,0,0,0,0,36,8.38,0
3535,1 Push H,드라마,0,0,0,0,1,0,0,1,0,0,239,9.86,0
3537,전기수 VLog,드라마,0,0,0,0,1,0,0,0,1,0,81,7.74,0
3538,재온,드라마,0,0,0,0,1,0,1,0,0,0,101,9.79,0
3540,흉터,드라마,0,0,0,0,1,1,0,0,0,0,326,9.86,0
3542,Two Coffins (투카핀스),드라마,0,0,0,0,1,0,0,0,1,0,"1,157",9.64,0
3543,인디언,드라마,0,0,0,0,1,0,0,0,0,0,183,9.76,0
3544,One Bite Of The Apple,드라마,0,0,0,0,1,0,1,0,0,0,209,9.82,0
3546,아내의 그녀,드라마,0,0,0,0,1,0,1,0,0,0,"3,092",9.86,0
3547,라면이야기,드라마,0,0,0,0,1,0,0,0,0,0,29,9.49,0
3548,블로섬 데이즈,드라마,0,0,0,0,1,1,0,0,0,0,54,9.8,0
3549,김강우이야기,드라마,0,0,0,0,1,1,0,0,0,0,86,9.78,0
3550,삼십오미리(35mm),드라마,0,0,0,0,1,0,1,0,0,0,159,9.85,0
3552,오나미,드라마,0,0,0,0,1,0,0,0,0,0,141,7.45,0
3553,뮤지션,드라마,0,0,0,0,1,1,0,0,0,0,64,9.8,0
3555,아이들은 즐겁다,드라마,0,0,0,0,1,0,0,0,0,0,113,9.86,1
3556,모순의 남자,드라마,0,0,0,0,1,0,1,0,0,0,34,9.75,0
3558,비비디 바비디 덕,드라마,0,0,0,0,1,1,0,0,0,0,305,9.82,0
3560,나 그리고,드라마,0,0,0,0,1,0,0,0,0,0,"1,475",9.86,0
3562,원각주,드라마,0,0,0,0,1,0,1,0,0,0,82,9.81,0
3563,"소년, 남자의 이름으로",드라마,0,0,0,0,1,1,0,0,0,0,57,9.83,0
3564,왕이 산다,드라마,0,0,0,0,1,0,0,0,1,0,26,9.81,0
3568,마녀수업,드라마,0,0,0,0,1,0,0,0,0,0,"1,132",9.86,0
3570,LOVE FICTION,드라마,0,0,0,0,1,0,1,0,0,0,35,9.73,0
3571,건축카페 종이집,드라마,0,0,0,0,1,0,1,0,0,0,"1,229",9.77,0
3576,원 뿔러스 원,드라마,0,0,0,0,1,0,0,1,0,0,93,9.84,1
3579,마들레느가 9번지,드라마,0,0,0,0,1,0,0,0,0,0,6,9.72,0
3580,마지막 피터팬,드라마,0,0,0,0,1,1,0,0,0,0,"1,523",9.85,0
3581,seedling,드라마,0,0,0,0,1,1,0,0,0,0,52,9.83,0
3583,7번국도아이,드라마,0,0,0,0,1,0,0,0,1,0,166,9.82,0
3584,곰돌이와 길냥이,드라마,0,0,0,0,1,0,1,0,0,0,55,9.79,0
3585,루나 온 더 스카이,드라마,0,0,0,0,1,1,0,0,0,0,34,9.79,0
3586,마음을 전해 드립니다.,드라마,0,0,0,0,1,0,1,0,0,0,436,9.83,0
3588,호랑 호랑이,드라마,0,0,0,0,1,0,1,0,0,0,62,9.44,0
3589,오블리비언,드라마,0,0,0,0,1,0,0,1,0,0,64,9.85,0
3590,우리집,드라마,0,0,0,0,1,0,0,0,0,0,23,9.72,0
3594,아첼레란도,드라마,0,0,0,0,1,0,0,1,0,0,475,9.76,0
3595,나만 모르는 이야기,드라마,0,0,0,0,1,1,0,0,0,0,85,9.78,0
3596,RUN!,드라마,0,0,0,0,1,0,1,0,0,0,53,8.58,0
3597,취급주의,드라마,0,0,0,0,1,0,1,0,0,0,31,9.72,0
3598,다시 돌아오는 버스,드라마,0,0,0,0,1,0,1,0,0,0,28,9.69,0
3603,고기해방연합,드라마,0,0,0,0,1,0,0,0,0,0,754,9.85,0
3604,리바이어던,드라마,0,0,0,0,1,0,0,0,0,0,85,9.7,0
3609,심해의 조각들,드라마,0,0,0,0,1,1,0,0,0,0,160,9.79,0
3611,잡았다,드라마,0,0,0,0,1,1,0,0,0,0,21,9.69,0
3612,어둠이 스러지는 꽃,드라마,0,0,0,0,1,0,0,0,1,0,34,9.86,0
3613,"앵두야, 연애하자",드라마,0,0,0,0,1,1,0,0,0,0,30,9.85,0
3615,스위치히터,드라마,0,0,0,0,1,0,0,0,0,0,31,9.69,0
3617,어느 토요일 밤의 무지개,드라마,0,0,0,0,1,0,0,0,0,0,229,9.81,0
3620,홀리마운틴,드라마,0,0,0,0,1,0,1,0,0,0,9,9.02,0
3622,워닝사인,드라마,0,0,0,0,1,0,0,0,0,0,17,9.79,0
3626,에잇 뿔,드라마,0,0,0,0,1,1,0,0,0,0,340,9.82,0
3631,백스쿨,드라마,0,0,0,0,1,0,1,0,0,0,14,9.31,0
3632,"나비, 물고기",드라마,0,0,0,0,1,1,0,0,0,0,264,9.81,0
3633,바보들의 정원,드라마,0,0,0,0,1,0,1,0,0,0,5,9.78,0
3634,다미:고!,드라마,0,0,0,0,1,0,0,0,0,0,54,9.86,0
3635,선인장과 라디오,드라마,0,0,0,0,1,0,0,0,0,0,11,9.75,0
3636,도전!만화가!!,드라마,0,0,0,0,1,0,1,0,0,0,34,8.8,0
3638,호밀밭의 하수군,드라마,0,0,0,0,1,0,0,0,0,0,11,9.79,0
3641,코기의 취향,드라마,0,0,0,0,1,0,1,0,0,0,847,9.85,0
3646,너와 가까워지는 거리,순정,0,0,0,0,0,1,1,0,0,0,"4,954",9.67,0
3650,만월에 핀 연꽃,순정,0,0,0,0,0,1,0,0,1,0,"5,192",9.67,0
3651,러브 유어 시스터,순정,0,0,0,0,0,1,0,1,0,0,"10,367",9.82,0
3656,오무라이스 프로젝트,순정,0,0,0,0,0,1,1,0,0,0,"1,086",9.58,0
3669,걸어서 30분,순정,0,0,0,0,0,1,0,0,0,0,"77,234",9.9,1
3674,F I X,순정,0,0,0,0,0,1,0,1,0,0,562,9.49,0
3679,발자국이 녹기전에,순정,0,0,0,0,0,1,0,0,1,0,"18,326",9.87,0
3681,그대라서,순정,0,0,0,0,0,1,0,0,0,0,"29,547",9.88,0
3682,분홍분홍해,순정,0,0,0,0,0,1,1,0,0,0,"16,264",9.85,0
3683,모노톤 책꽂이,순정,0,0,0,0,0,1,1,0,0,0,255,9.27,0
3684,"잘가, 좋은 아침이야",순정,0,0,0,0,0,1,1,0,0,0,"24,388",9.87,0
3696,페툰 (People and People Toon),순정,0,0,0,0,0,1,1,0,0,0,"25,056",9.77,0
3698,음남미녀,순정,0,0,0,0,0,1,0,0,0,0,"6,776",9.87,0
3704,귀각시,순정,0,0,0,0,0,1,0,1,0,0,"17,942",9.85,1
3714,오늘도 사랑하세요,순정,0,0,0,0,0,1,0,0,0,0,"11,314",9.89,1
3716,이역,순정,0,0,0,0,0,1,0,0,1,0,"9,646",9.86,0
3718,Twins Love Story (트윈스 러브 스토리),순정,0,0,0,0,0,1,0,0,0,0,"14,913",9.86,0
3723,단짠남녀,순정,0,0,0,0,0,1,1,0,0,0,954,9.88,0
3724,미래의너에게,순정,0,0,0,0,0,1,1,0,0,0,"11,690",9.89,0
3731,"불편해요, 선배님!",순정,0,0,0,0,0,1,0,0,0,0,"19,421",9.9,0
3733,일기장,순정,0,0,0,0,0,1,0,0,0,0,"8,213",9.88,0
3743,봄에 꽃 한송이,순정,0,0,0,0,0,1,0,0,0,0,"4,017",9.89,0
3744,겨울과 봄사이,순정,0,0,0,0,0,1,0,0,0,0,"17,023",9.86,0
3745,아싸라비아,순정,0,0,0,0,0,1,1,0,0,0,"5,774",9.86,0
3750,낭랑 18세,순정,0,0,0,0,0,1,1,0,0,0,"5,074",9.85,0
3754,[BL] Fools,순정,0,0,0,0,0,1,0,0,0,0,531,9.35,0
3757,너도 날 좋아해줬으면,순정,0,0,0,0,0,1,1,0,0,0,439,9.88,0
3761,고냥고냥,순정,0,0,0,0,0,1,1,0,0,0,"10,826",9.9,0
3777,짐승뎐,순정,0,0,0,0,0,1,0,0,1,0,"3,260",9.87,0
3790,화이트데이,순정,0,0,0,0,0,1,0,0,0,0,"2,460",9.3,0
3791,아가씨와 우렁총각,순정,0,0,0,0,0,1,0,0,0,0,"2,605",9.88,0
3793,늑대와의 동침,순정,0,0,0,0,0,1,0,0,0,0,"3,379",9.85,0
3799,연애 못하는 여자,순정,0,0,0,0,0,1,1,0,0,0,"4,043",9.82,0
3802,꽃샘바람,순정,0,0,0,0,0,1,1,0,0,0,11,9.33,0
3807,내 첫 사랑에 대한 기억,순정,0,0,0,0,0,1,0,0,0,0,"1,695",9.87,0
3812,좋은날,순정,0,0,0,0,0,1,1,0,0,0,"2,374",9.83,0
3813,발렌타인데이,순정,0,0,0,0,0,1,0,0,0,0,"1,983",9.69,0
3816,달콤포근 베이커리,순정,0,0,0,0,0,1,1,0,0,0,474,9.79,0
3821,치와와의 오후,순정,0,0,0,0,0,1,1,0,0,0,"7,423",9.9,0
3826,청소년들의 사랑,순정,0,0,0,0,0,1,0,0,0,0,631,9.61,0
3828,누군가의 이야기,순정,0,0,0,0,0,1,1,0,0,0,"2,162",9.87,0
3832,붉게 물들 홍,순정,0,0,0,0,0,1,0,0,1,0,"2,668",9.89,0
3835,"4월,벚꽃 우리들",순정,0,0,0,0,0,1,1,0,0,0,"4,855",9.89,0
3847,바닷속의 춘향,순정,0,0,0,0,0,1,1,0,0,0,"4,838",9.78,0
3854,사나울,순정,0,0,0,0,0,1,1,0,0,0,730,9.85,0
3857,시큼새큼,순정,0,0,0,0,0,1,1,0,0,0,276,9.84,1
3858,막순이,순정,0,0,0,0,0,1,0,0,1,0,"1,537",9.85,0
3859,박하 이야기,순정,0,0,0,0,0,1,1,0,0,0,"2,376",9.89,0
3862,반짝반짝 빛나는,순정,0,0,0,0,0,1,1,0,0,0,"4,815",9.89,0
3868,블루믹 (BlueMIC),순정,0,0,0,0,0,1,1,0,0,0,"11,149",9.88,0
3870,로맨스를 찾아줘,순정,0,0,0,0,0,1,0,0,0,0,"4,213",9.78,0
3871,나만 아는 사랑,순정,0,0,0,0,0,1,1,0,0,0,307,9.85,0
3876,나주금입니다(너에게만 보이는),순정,0,0,0,0,0,1,1,0,0,0,570,9.87,1
3890,신선님과 함께,순정,0,0,0,0,0,1,0,0,1,0,"4,011",9.87,0
3894,유사소년소녀,순정,0,0,0,0,0,1,1,0,0,0,216,9.88,0
3899,포이즌 아가씨,순정,0,0,0,0,0,1,0,0,0,0,"3,626",9.87,0
3905,에스프레소 케이크,순정,0,0,0,0,0,1,0,0,0,0,593,9.86,0
3909,오버사이즈러브,순정,0,0,0,0,0,1,1,0,0,0,"2,828",9.73,0
3911,오늘의 컨셉,순정,0,0,0,0,0,1,1,0,0,0,"1,494",9.52,0
3912,심박수1280,순정,0,0,0,0,0,1,1,0,0,0,789,9.72,0
3913,상냥한 녀석들,순정,0,0,0,0,0,1,1,0,0,0,840,9.55,0
3915,나고야,순정,0,0,0,0,0,1,0,1,0,0,"1,943",9.54,0
3918,칼로리메트리,순정,0,0,0,0,0,1,0,1,0,0,784,9.75,0
3920,여자들의 뒷담화,순정,0,0,0,0,0,1,0,0,0,0,"6,469",9.87,0
3927,누나가 돌아왔다!,순정,0,0,0,0,0,1,1,0,0,0,240,9.77,0
3934,상실의 계절,순정,0,0,0,0,0,1,0,0,0,0,"1,216",9.74,0
3941,좀비신드롬,순정,0,0,0,0,0,1,0,1,0,0,"2,682",9.85,0
3944,급식이조아,순정,0,0,0,0,0,1,1,0,0,0,"2,789",8.83,0
3945,블루 블로썸,순정,0,0,0,0,0,1,1,0,0,0,492,9.63,0
3949,그대와 청춘,순정,0,0,0,0,0,1,1,0,0,0,959,9.84,0
3955,별똥별이 떨어졌다,순정,0,0,0,0,0,1,1,0,0,0,"2,967",9.87,0
3968,신데렐라를 찾습니다,순정,0,0,0,0,0,1,0,0,0,0,590,9.81,0
3970,시간나비,순정,0,0,0,0,0,1,0,1,0,0,"1,111",9.1,0
3973,(구)신의 태궁,순정,0,0,0,0,0,1,1,0,0,0,261,9.85,0
3981,52번지 몬스터,순정,0,0,0,0,0,1,0,1,0,0,"1,899",9.6,0
3987,사랑 사랑 내사랑,순정,0,0,0,0,0,1,0,0,1,0,864,9.74,0
3994,너란 꽃을 피워줘,순정,0,0,0,0,0,1,0,0,0,0,831,9.79,0
3995,신선비,순정,0,0,0,0,0,1,0,1,0,0,806,9.88,0
3996,건곤일척 아랑전,순정,0,0,0,0,0,1,0,0,1,0,"2,161",9.59,0
4003,헤어지는 시간,순정,0,0,0,0,0,1,0,1,0,0,"1,209",9.33,0
4004,날개 있는 천사 천씨청년,순정,0,0,0,0,0,1,1,0,0,0,737,9.88,0
4018,프로짝사랑러,순정,0,0,0,0,0,1,1,0,0,0,105,9.56,0
4019,내마음 하늘하늘,순정,0,0,0,0,0,1,0,0,0,0,74,9.68,0
4021,신데렐라를 찾습니다 2,순정,0,0,0,0,0,1,0,0,0,0,"1,035",9.75,0
4026,아침나라의 꽃,순정,0,0,0,0,0,1,0,0,1,0,"3,440",9.85,0
4028,익숙한 땅콩들,순정,0,0,0,0,0,1,0,0,0,0,250,9.84,0
4039,해피엔딩을 위하여,순정,0,0,0,0,0,1,1,0,0,0,920,9.44,0
4045,천화,순정,0,0,0,0,0,1,0,0,1,0,452,9.83,0
4049,무감각자들,순정,0,0,0,0,0,1,0,1,0,0,"1,648",9.62,0
4054,두 번째 문리버,순정,0,0,0,0,0,1,0,0,0,1,"1,254",9.77,0
4055,CAFE_쉬어가게,순정,0,0,0,0,0,1,1,0,0,0,"1,752",9.78,0
4056,나의 일본인 친구,순정,0,0,0,0,0,1,1,0,0,0,502,9.79,0
4058,로맨틱 마블링,순정,0,0,0,0,0,1,0,0,0,0,140,9.53,0
4064,사랑사랑사랑,순정,0,0,0,0,0,1,0,0,0,0,494,9.84,0
4065,영웅 소녀,순정,0,0,0,0,0,1,0,0,1,0,529,9.15,0
4068,자게 해줘!,순정,0,0,0,0,0,1,0,1,0,0,334,9.51,0
4071,그곳에우리가있었다,순정,0,0,0,0,0,1,0,1,0,0,981,9.7,0
4075,행복을 찾다.,순정,0,0,0,0,0,1,1,0,0,0,"1,509",9.71,0
4077,손근손근,순정,0,0,0,0,0,1,1,0,0,0,277,8.7,0
4079,"77년생, 열아홉",순정,0,0,0,0,0,1,0,1,0,0,526,9.62,0
4082,루벤스와푸생,순정,0,0,0,0,0,1,1,0,0,0,453,9.27,0
4084,이온,순정,0,0,0,0,0,1,1,0,0,0,"1,450",9.73,0
4090,공원여행,순정,0,0,0,0,0,1,0,0,1,0,246,9.16,0
4093,여자가 더 좋아하는 연애,순정,0,0,0,0,0,1,1,0,0,0,"4,509",9.85,0
4096,사랑해요 누나..,순정,0,0,0,0,0,1,0,0,0,0,640,9.82,0
4099,아이들의404,순정,0,0,0,0,0,1,0,0,0,0,"1,590",9.87,0
4100,슬로우템포,순정,0,0,0,0,0,1,1,0,0,0,335,9.75,0
4104,좀비의 순정,순정,0,0,0,0,0,1,0,1,0,0,108,9.51,0
4105,피지 않는 꽃,순정,0,0,0,0,0,1,0,1,0,0,680,9.83,0
4108,백조의 호수,순정,0,0,0,0,0,1,1,0,0,0,597,9.8,0
4112,마피아 게임,순정,0,0,0,0,0,1,1,0,0,0,"1,596",9.85,0
4115,사람사이,순정,0,0,0,0,0,1,1,0,0,0,104,9.53,0
4120,난 너의 운명,순정,0,0,0,0,0,1,0,0,0,0,516,9.83,0
4121,사랑은 햄스터를 타고,순정,0,0,0,0,0,1,0,0,0,0,"2,103",9.85,0
4126,철수는영희를사랑해,순정,0,0,0,0,0,1,1,0,0,0,162,9.86,0
4128,히 러브즈 미,순정,0,0,0,0,0,1,0,0,0,0,133,9.52,0
4129,애플파이,순정,0,0,0,0,0,1,1,0,0,0,152,9.64,0
4130,딸기와 밀크티,순정,0,0,0,0,0,1,1,0,0,0,"1,844",9.74,0
4132,너의 HEART를 나에게 줄래?,순정,0,0,0,0,0,1,0,0,0,0,593,9.85,0
4137,실,순정,0,0,0,0,0,1,0,0,1,0,"8,250",9.85,0
4139,내 소울메이트는 어디있을까,순정,0,0,0,0,0,1,1,0,0,0,808,9.87,0
4142,그녀는 흡!혈귀,순정,0,0,0,0,0,1,0,0,0,0,105,9.83,1
4145,비아이 단편집 알콩달콩,순정,0,0,0,0,0,1,0,0,0,0,113,9.85,0
4147,벨시토,순정,0,0,0,0,0,1,1,0,0,0,284,9.77,0
4157,여름의 퀄리아,순정,0,0,0,0,0,1,0,1,0,0,116,9.16,0
4159,blooming(블루밍),순정,0,0,0,0,0,1,1,0,0,0,"1,219",9.87,0
4165,달달한 러브컬렉션,순정,0,0,0,0,0,1,0,0,0,0,"1,047",9.83,0
4170,홈스위트홈,순정,0,0,0,0,0,1,0,0,0,0,258,9.83,0
4173,The Masque,순정,0,0,0,0,0,1,0,0,0,0,100,9.81,0
4175,너에게는 그저그런,순정,0,0,0,0,0,1,0,0,0,0,50,9.86,0
4176,외모윤리,순정,0,0,0,0,0,1,0,0,0,0,191,9.85,0
4177,브리스크 펄데이즈,순정,0,0,0,0,0,1,1,0,0,0,130,9.01,0
4178,우리는 우연히 그리고,순정,0,0,0,0,0,1,0,0,0,0,141,9.85,0
4180,솔로가 하는 연애,순정,0,0,0,0,0,1,1,0,0,0,111,9.69,0
4193,달콤한 계절,순정,0,0,0,0,0,1,0,0,0,0,355,9.36,0
4196,"소년,소녀에게 묻는다.",순정,0,0,0,0,0,1,0,1,0,0,49,9.45,0
4199,사랑후愛,순정,0,0,0,0,0,1,1,0,0,0,31,9.77,0
4201,황태자의 하루,순정,0,0,0,0,0,1,1,0,0,0,45,9.84,0
4202,유 다아 이야기,순정,0,0,0,0,0,1,0,0,0,0,62,9.84,0
4203,블랙스완을 위한 변명,순정,0,0,0,0,0,1,0,0,1,0,"1,420",9.86,0
4212,사랑의 기술,순정,0,0,0,0,0,1,0,0,0,0,387,9.66,0
4214,두근거려요,순정,0,0,0,0,0,1,1,0,0,0,"3,896",9.85,1
4218,애플 다이너마이트,순정,0,0,0,0,0,1,0,0,0,0,60,9.78,0
4224,굿 마이 베리 파파.,순정,0,0,0,0,0,1,0,0,0,0,22,9.75,0
4225,비 그리고...[리뉴얼],순정,0,0,0,0,0,1,1,0,0,0,12,9.68,0
4240,원래부터 아무것도 없었던 세계,감성,0,0,0,0,0,0,1,1,0,0,"1,532",9.8,0
4268,자살방지위원회,감성,0,0,0,0,0,0,1,0,0,0,"2,992",9.9,0
4269,니나 내나,감성,0,0,0,0,0,0,1,0,0,0,27,9.54,0
4306,협주곡,감성,0,0,0,0,0,0,1,1,0,0,"2,635",9.88,0
4308,당신은 왼손을 모른다,감성,0,0,0,0,0,0,1,1,0,0,"2,239",9.87,0
4334,미모(美母)를 찾아서,감성,0,0,0,0,0,0,1,0,0,0,"1,732",9.88,0
4368,대작으로 가는 길,감성,0,0,0,0,0,0,1,0,0,0,"1,406",9.87,0
4414,신세기 단편 동화,감성,0,0,0,0,0,0,1,0,0,0,"1,668",9.88,0
4415,스푸키 멜로디,감성,0,0,0,0,0,0,1,0,0,0,"2,563",9.88,0
4439,남겨진 것들의,감성,0,0,0,0,0,0,1,1,0,0,"1,436",9.72,0
4444,소동헌을 위한 기록,감성,0,0,0,0,0,0,1,0,0,0,"2,651",9.73,0
4456,스물둘*,감성,0,0,0,0,0,0,1,0,0,0,56,9.43,0
4473,팔재叭災,감성,0,0,0,0,0,0,1,0,1,0,686,9.73,0
4477,시인 없이,감성,0,0,0,0,0,0,1,0,1,0,893,9.85,0
4481,HAVE A NICE DAY,감성,0,0,0,0,0,0,1,0,0,0,428,9.77,0
4495,토끼,감성,0,0,0,0,0,0,1,0,0,0,"1,535",9.74,0
4516,공간-空間-,감성,0,0,0,0,0,0,1,0,0,0,206,9.85,0
4518,양말도깨비,감성,0,0,0,0,0,0,1,0,0,0,507,9.86,0
4524,북극곰자리,감성,0,0,0,0,0,0,1,0,0,0,93,9.72,0
4532,초딩생활2<달탐정발명대>,감성,0,0,0,0,0,0,1,0,0,0,261,9.64,0
4535,[캠핑툰] 햇살이 따스해!,감성,0,0,0,0,0,0,1,0,0,0,103,9.75,0
4540,달래주러 왔습니다,감성,0,0,0,0,0,0,1,0,0,0,76,9.57,0
4547,죄를 삼키는 들꽃,감성,0,0,0,0,0,0,1,0,0,0,98,9.78,0
4553,달달한 러브파이,감성,0,0,0,0,0,0,1,0,0,0,153,9.86,0
4554,"숨은, 고양이 찾기",감성,0,0,0,0,0,0,1,0,0,0,178,9.82,0
