À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,´ñ±Û¼ö ´ëºñ ±àÁ¤´ñ±Û,´ñ±Û¼ö ´ëºñ ºÎÁ¤´ñ±Û,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
¾ç¸»µµ±úºñ,5È­,5,4250,9.84,2550,19,195,0,600,4.470588,33.84615385,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ZET,È÷½ºÅ×¸®¼ºÀÎ,1,6245,9.25,73,40,20,0,11.689351,6.405124,45,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ZET,¿­Á¤¼ºÀÎ,2,4094,9.41,63,33,23,0,15.388373,8.060576,47.82608696,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ZET,Â¡Á¶,3,3153,9.59,44,23,14,0,13.954964,7.29464,35.71428571,7.142857143,0,0,1,0,0,1,1,0,0,0,0,0,0
ZET,µðÅä¼ºÀÎ,4,2519,9.49,47,23,22,0,18.658198,9.130607,36.36363636,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ZET,º´¿ø,5,1822,8.64,47,27,14,0,25.795829,14.81888,28.57142857,0,0,0,1,0,0,1,1,0,0,0,0,0,0
³·°Ô ³¯°íÀÖ´Â ¿¬,1È­. ¾îµÒ(1),1,9447,9.41,587,201,65,0,62.136128,21.276596,23.07692308,1.538461538,0,0,1,0,0,1,0,1,0,0,0,0,0
³·°Ô ³¯°íÀÖ´Â ¿¬,2È­. ¾îµÒ(2),2,3054,9.58,820,221,64,0,268.500327,72.364113,28.125,0,0,0,1,0,0,1,0,1,0,0,0,0,0
³·°Ô ³¯°íÀÖ´Â ¿¬,3È­. ¾îµÒ(3),3,953,9.55,486,167,87,0,509.96852,175.236097,34.48275862,2.298850575,0,0,1,0,0,1,0,1,0,0,0,0,0
³·°Ô ³¯°íÀÖ´Â ¿¬,4È­. ¼ö¸é(1),4,1050,9.5,430,139,75,0,409.52381,132.380952,20,4,0,0,1,0,0,1,0,1,0,0,0,0,0
³·°Ô ³¯°íÀÖ´Â ¿¬,Å©¸®½º¸¶½º ÀÌº¥Æ® (12/24~1/5±îÁö),5,443,9.66,238,106,74,0,537.24605,239.277652,18.91891892,0,0,0,1,0,0,1,0,1,0,0,0,0,0
±× ¼¶¿¡ ¹Ùº¸µéÀÌ »ê´Ù,°øÁö,1,3550,9.68,306,112,229,0,86.197183,31.549296,33.62445415,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¹ã°ø¸¶,Á¦ 1Àå. ÅÂ¾î³ª´Ï ¹ãÀÇ °ø¸¶,1,6890,9.76,82,52,27,0,11.901306,7.54717,55.55555556,0,0,0,1,0,0,1,0,0,0,0,0,1,0
¹ã°ø¸¶,Á¦ 2Àå. ¿ì¿¬°ú ÇÊ¿¬,2,4303,9.62,79,46,19,0,18.359284,10.690216,57.89473684,0,0,0,1,0,0,1,0,0,0,0,0,1,0
¹ã°ø¸¶,Á¦ 3Àå. ÀÛÀº °ÅÀÎ,3,3633,9.6,68,46,15,0,18.717314,12.661712,40,0,0,0,1,0,0,1,0,0,0,0,0,1,0
¹ã°ø¸¶,Á¦ 4Àå. »ï°íÁ¦ ¹üÀÎ,4,3381,9.6,67,44,14,0,19.816622,13.013901,35.71428571,0,0,0,1,0,0,1,0,0,0,0,0,1,0
¹ã°ø¸¶,Á¦ 5Àå. Áø½ÇÀÇ ´«,5,3388,9.68,57,43,12,0,16.824085,12.691854,50,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"´Þ¸®ÀÚ, È£ÁÖ!",Ãâ¹ß,1,8189,9.63,542,47,170,0,66.186348,5.739407,48.82352941,0.588235294,1,0,0,1,1,0,0,0,0,0,0,0,0
"´Þ¸®ÀÚ, È£ÁÖ!",¸ÆÀº ¾û¶×ÇØ!,2,6793,9.62,523,33,190,0,76.99102,4.857942,34.73684211,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"´Þ¸®ÀÚ, È£ÁÖ!",°øÆ÷ÀÇ µþ±â³ó»ç,3,6529,9.59,515,30,73,0,78.878848,4.594884,47.94520548,1.369863014,1,0,0,1,1,0,0,0,0,0,0,0,0
"´Þ¸®ÀÚ, È£ÁÖ!",³ª´Â¾ß À§´ëÇÑ ÇÑ±¹ÀÎ,4,6108,9.6,527,42,189,0,86.280288,6.876228,27.51322751,2.116402116,1,0,0,1,1,0,0,0,0,0,0,0,0
"´Þ¸®ÀÚ, È£ÁÖ!",µþ±â ³óÀå³× °¡Á·,5,5764,9.56,533,38,136,0,92.470507,6.592644,49.26470588,0.735294118,1,0,0,1,1,0,0,0,0,0,0,0,0
¿©¸§¿¡ ³»¸®´Â ¼­¸®,ÇÁ·Ñ·Î±×,1,5765,8.92,135,57,17,0,23.417173,9.887251,58.82352941,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¿©¸§¿¡ ³»¸®´Â ¼­¸®,0È­,2,3987,8.75,65,24,10,0,16.302985,6.019564,30,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¿©¸§¿¡ ³»¸®´Â ¼­¸®,1È­,3,5074,9.06,87,57,8,0,17.146236,11.233741,50,12.5,0,0,1,0,0,1,0,1,0,0,0,0,0
¿©¸§¿¡ ³»¸®´Â ¼­¸®,2È­,4,3637,9.2,79,45,10,0,21.721199,12.372835,30,10,0,0,1,0,0,1,0,1,0,0,0,0,0
¿©¸§¿¡ ³»¸®´Â ¼­¸®,3È­,5,3254,9.09,80,43,12,0,24.585126,13.214505,41.66666667,0,0,0,1,0,0,1,0,1,0,0,0,0,0
°»½ºÅ¸Áî(Gangstaaz),prologue,1,12275,9.7,591,53,180,0,48.14664,4.317719,26.66666667,0,0,0,1,0,0,0,0,1,0,0,0,0,1
°»½ºÅ¸Áî(Gangstaaz),1.±â¼±Á¦¾Ð,2,14156,9.75,626,39,153,0,44.221532,2.755016,32.67973856,1.960784314,0,0,1,0,0,0,0,1,0,0,0,0,1
°»½ºÅ¸Áî(Gangstaaz),2.ÈüÇÕµ¿¾Æ¸®,3,12380,9.74,552,40,123,0,44.588045,3.231018,26.01626016,1.62601626,0,0,1,0,0,0,0,1,0,0,0,0,1
°»½ºÅ¸Áî(Gangstaaz),3.complex,4,9094,9.72,479,30,69,0,52.672091,3.298878,24.63768116,2.898550725,0,0,1,0,0,0,0,1,0,0,0,0,1
°»½ºÅ¸Áî(Gangstaaz),4.Áú¼­,5,7873,9.68,482,39,53,0,61.221898,4.953639,39.62264151,0,0,0,1,0,0,0,0,1,0,0,0,0,1
·ÐÁî(Lons),Prologue,1,9382,9.78,1964,9,442,0,209.337028,0.959284,30.31674208,0.226244344,0,0,1,0,0,1,0,0,0,0,0,0,0
·ÐÁî(Lons),1È­,2,5442,9.8,1474,3,245,0,270.856303,0.551268,18.36734694,0.408163265,0,0,1,0,0,1,0,0,0,0,0,0,0
·ÐÁî(Lons),2È­,3,1347,9.8,1273,2,139,0,945.063103,1.484781,23.74100719,0,0,0,1,0,0,1,0,0,0,0,0,0,0
·ÐÁî(Lons),3È­,4,428,9.83,1153,2,140,0,2693.925234,4.672897,29.28571429,0,0,0,1,0,0,1,0,0,0,0,0,0,0
·ÐÁî(Lons),4È­,5,323,9.84,1740,4,215,0,5386.996904,12.383901,27.44186047,1.395348837,0,0,1,0,0,1,0,0,0,0,0,0,0
Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),1È­[Twin],1,10928,9.62,1368,52,427,0,125.183016,4.758419,31.8501171,1.170960187,0,0,1,0,0,0,0,0,0,0,0,0,0
Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),2È­[ºñ¹Ð],2,5959,9.69,1356,38,232,0,227.554959,6.376909,35.34482759,0.431034483,0,0,1,0,0,0,0,0,0,0,0,0,0
Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),3È­[È­À½¨ç],3,4627,9.7,1369,33,280,0,295.872055,7.132051,28.21428571,1.071428571,0,0,1,0,0,0,0,0,0,0,0,0,0
Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),4È­[È­À½¨è],4,3753,9.7,1313,27,212,0,349.853451,7.194245,30.66037736,1.41509434,0,0,1,0,0,0,0,0,0,0,0,0,0
Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),5È­[ºñ¹ÐÀÇ ±â¾ï¨ç],5,3369,9.78,1058,22,172,0,314.039774,6.530128,39.53488372,1.162790698,0,0,1,0,0,0,0,0,0,0,0,0,0
È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,1.À½½Ä¹°Âî²¨±â°ü¸®ÇÏ±â,1,1654,9.48,113,12,36,0,68.319226,7.255139,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0
È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,2.Äá¹°±¹¼ö¸¸µé±â,2,1206,9.64,106,8,24,0,87.893864,6.633499,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0
È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,3.Àü±â¹ä¼Ü½È¾î!,3,964,9.59,111,6,16,0,115.145228,6.224066,18.75,6.25,1,0,0,1,0,0,0,0,0,0,0,0,0
È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,4.°úÀÏÁ¤¸®ÇÏ±â,4,837,9.72,96,6,10,0,114.695341,7.168459,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,5.½Ò¾Ä±â,5,807,9.72,98,7,12,0,121.437423,8.674102,25,8.333333333,1,0,0,1,0,0,0,0,0,0,0,0,0
¸¶Áö¸· ÇÇÅÍÆÒ,1È­ - ³×¹ö·£µå(1),1,7711,9.78,654,169,39,0,84.813902,21.916742,33.33333333,0,0,0,1,0,0,0,0,1,1,0,0,0,0
¸¶Áö¸· ÇÇÅÍÆÒ,2È­ - ³×¹ö·£µå(2),2,2296,9.77,519,112,16,0,226.045296,48.780488,31.25,0,0,0,1,0,0,0,0,1,1,0,0,0,0
¸¶Áö¸· ÇÇÅÍÆÒ,3È­ - ³×¹ö·£µå(3),3,446,9.81,588,150,35,0,1318.38565,336.32287,37.14285714,0,0,0,1,0,0,0,0,1,1,0,0,0,0
¸¶Áö¸· ÇÇÅÍÆÒ,4È­ - ³×¹ö·£µå(4),4,210,9.87,547,132,30,0,2604.761905,628.571429,33.33333333,0,0,0,1,0,0,0,0,1,1,0,0,0,0
¸¶Áö¸· ÇÇÅÍÆÒ,5È­ - ¸ØÃçÁø ½Ã°è,5,152,9.9,600,117,40,0,3947.368421,769.736842,25,0,0,0,1,0,0,0,0,1,1,0,0,0,0
°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,OT(¿À¸®¿£Å×ÀÌ¼Ç),1,3379,9.59,254,7,22,0,75.170169,2.071619,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»çÁø»¡ ÁÖÀÇ,2,2146,9.63,229,6,25,0,106.710158,2.795899,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,º»°ÝÀûÀÎ ÀÏº»»ýÈ° ½ÃÀÛ!,3,1931,9.68,231,5,60,0,119.627136,2.589332,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0
°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,¿Ü±¹ÀÎ µî·ÏÁõ & ÅëÀå ¸¸µé±â!,4,1687,9.75,185,3,33,0,109.662122,1.778305,27.27272727,3.03030303,1,0,0,1,0,0,0,0,0,0,0,0,0
°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»õ·Î¿î ¹Ì¼Ç! ÈÞ´ëÆù ¸¸µé±â!,5,1336,9.7,192,5,49,0,143.712575,3.742515,26.53061224,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× 1È­,1,3161,9.75,485,89,30,0,153.432458,28.155647,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× (2),2,1914,9.83,442,62,43,0,230.92999,32.392894,30.23255814,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(3),3,1429,9.87,845,92,72,0,591.322603,64.380686,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(4),4,1163,9.8,483,53,24,0,415.305245,45.571797,29.16666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(5),5,979,9.81,444,57,33,0,453.524004,58.222676,33.33333333,3.03030303,1,0,0,0,1,1,0,0,0,0,0,0,0
´ÞÆØÀÌ ÀÏ±â,0.½ÃÀÛ,1,2343,9.71,704,16,68,0,300.469484,6.828852,51.47058824,0,0,0,1,1,0,0,0,0,0,1,0,0,0
´ÞÆØÀÌ ÀÏ±â,1.ÀÎ¿¬,2,1929,9.69,746,15,106,0,386.728875,7.77605,32.0754717,0,0,0,1,1,0,0,0,0,0,1,0,0,0
´ÞÆØÀÌ ÀÏ±â,"2.±× ³²ÀÚ, À±¿©±Ô",3,1429,9.83,659,12,36,0,461.161652,8.397481,44.44444444,0,0,0,1,1,0,0,0,0,0,1,0,0,0
´ÞÆØÀÌ ÀÏ±â,°øÁö,4,990,9.73,394,12,50,0,397.979798,12.121212,48,0,0,0,1,1,0,0,0,0,0,1,0,0,0
´ÞÆØÀÌ ÀÏ±â,3.ÀÚÀ¯ ÁÖÁ¨µ¥ ¿Ö ÀÚÀ¯·ÓÁú ¸øÇÏ´Ï,5,1192,9.76,689,12,76,0,578.020134,10.067114,46.05263158,1.315789474,0,0,1,1,0,0,0,0,0,1,0,0,0
°³¿Í³ª,°³¿Í³ª 1È­,1,1498,9.59,261,3,146,0,174.23231,2.00267,34.93150685,2.739726027,0,0,1,0,0,0,0,0,0,0,0,0,0
°³¿Í³ª,°³¿Í ³ª <2È­>,2,928,9.5,222,2,64,0,239.224138,2.155172,25,1.5625,0,0,1,0,0,0,0,0,0,0,0,0,0
°³¿Í³ª,°³¿Í ³ª <3È­>,3,880,9.55,363,4,145,0,412.5,4.545455,42.75862069,1.379310345,0,0,1,0,0,0,0,0,0,0,0,0,0
°³¿Í³ª,°³¿Í ³ª <Á¦4È­>,4,772,9.7,239,3,91,0,309.585492,3.88601,37.36263736,3.296703297,0,0,1,0,0,0,0,0,0,0,0,0,0
°³¿Í³ª,°³¿Í ³ª Á¦<5È­>,5,701,9.75,324,5,183,0,462.196862,7.132668,27.32240437,1.639344262,0,0,1,0,0,0,0,0,0,0,0,0,0
½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,00È­,1,3311,9.84,716,36,75,0,216.248867,10.872848,34.66666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0
½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(1),2,2535,9.79,553,19,66,0,218.145957,7.495069,21.21212121,0,0,0,1,0,0,1,0,0,0,0,0,0,0
½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(2),3,1316,9.77,475,16,36,0,360.942249,12.158055,22.22222222,8.333333333,0,0,1,0,0,1,0,0,0,0,0,0,0
½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(3),4,1014,9.83,401,14,36,0,395.463511,13.806706,11.11111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0
½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(4),5,905,9.78,358,12,35,0,395.58011,13.259669,25.71428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0
¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ _ ÇÁ·Ñ·Î±×,1,1874,9.63,934,7,227,0,498.399146,3.735326,45.37444934,0,0,0,1,0,0,0,0,0,0,0,0,0,0
¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 1È­,2,1451,9.58,893,2,147,0,615.437629,1.37836,48.29931973,1.360544218,0,0,1,0,0,0,0,0,0,0,0,0,0
¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 2È­,3,634,9.56,730,1,110,0,1151.419558,1.577287,53.63636364,0.909090909,0,0,1,0,0,0,0,0,0,0,0,0,0
¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 3È­,4,389,9.67,963,1,135,0,2475.578406,2.570694,50.37037037,0.740740741,0,0,1,0,0,0,0,0,0,0,0,0,0
¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 4È­,5,315,9.64,1086,1,250,0,3447.619048,3.174603,48.8,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0
seedling,ÇÁ·Ñ·Î±×,1,1503,9.73,775,3,131,0,515.635396,1.996008,44.27480916,0.763358779,0,0,1,0,0,0,0,1,1,0,0,0,0
seedling,1È­- ¿Ü·Î¿î ¼Ò³à(á³Ò³),2,1704,9.72,661,6,45,0,387.910798,3.521127,31.11111111,0,0,0,1,0,0,0,0,1,1,0,0,0,0
seedling,2È­- ¿ìµ¿°ú°¨±â¾à,3,1301,9.76,794,5,88,0,610.299769,3.843198,39.77272727,2.272727273,0,0,1,0,0,0,0,1,1,0,0,0,0
seedling,3È­-±âÄ§°ú ¹µ±¹ ß¾,4,1089,9.8,703,5,49,0,645.546373,4.591368,36.73469388,0,0,0,1,0,0,0,0,1,1,0,0,0,0
seedling,4È­- ±âÄ§°ú ¹µ±¹ ù»,5,966,9.82,680,3,44,0,703.933747,3.10559,59.09090909,0,0,0,1,0,0,0,0,1,1,0,0,0,0
¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,Prologue,1,1288,9.05,133,4,21,0,103.26087,3.10559,38.0952381,0,0,0,1,0,0,0,1,0,0,0,1,0,0
¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,1È­,2,1279,9.05,143,9,13,0,111.806099,7.036747,53.84615385,0,0,0,1,0,0,0,1,0,0,0,1,0,0
¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,2È­,3,1110,9.21,136,7,18,0,122.522523,6.306306,38.88888889,0,0,0,1,0,0,0,1,0,0,0,1,0,0
¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,3È­,4,926,9.14,125,4,13,0,134.989201,4.319654,46.15384615,0,0,0,1,0,0,0,1,0,0,0,1,0,0
¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,4È­,5,890,9.41,115,5,10,0,129.213483,5.617978,60,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ºí·¯µåºí·¢,ÇÁ·Ñ·Î±×,1,6785,9.76,919,189,81,0,135.445836,27.855564,25.92592593,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(1),2,5699,9.81,928,187,90,0,162.835585,32.812774,14.44444444,3.333333333,0,0,1,0,0,0,1,0,0,0,0,0,0
ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(2),3,1945,9.84,925,174,44,0,475.578406,89.460154,40.90909091,4.545454545,0,0,1,0,0,0,1,0,0,0,0,0,0
ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(1),4,857,9.85,894,181,69,0,1043.173862,211.201867,27.53623188,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(2),5,684,9.82,843,144,74,0,1232.45614,210.526316,22.97297297,1.351351351,0,0,1,0,0,0,1,0,0,0,0,0,0
¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (1),1,1387,9.54,422,6,126,0,304.253785,4.325883,28.57142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0
¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (2),2,748,9.52,350,4,42,0,467.914439,5.347594,28.57142857,2.380952381,0,0,1,0,0,0,0,0,0,0,0,0,0
¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (3),3,617,9.44,311,4,43,0,504.051864,6.482982,20.93023256,0,0,0,1,0,0,0,0,0,0,0,0,0,0
¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (4),4,613,9.56,425,4,111,0,693.311582,6.525285,39.63963964,0,0,0,1,0,0,0,0,0,0,0,0,0,0
¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (5),5,760,9.69,594,7,378,0,781.578947,9.210526,38.0952381,0.529100529,0,0,1,0,0,0,0,0,0,0,0,0,0
³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.01,1,2712,9.65,415,8,270,0,153.023599,2.949853,45.92592593,0.37037037,0,0,1,0,0,0,0,0,0,0,0,0,0
³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.02,2,1352,9.71,404,8,227,0,298.816568,5.91716,47.57709251,0,0,0,1,0,0,0,0,0,0,0,0,0,0
³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 1,3,1200,9.73,350,9,146,0,291.666667,7.5,24.65753425,0.684931507,0,0,1,0,0,0,0,0,0,0,0,0,0
³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 2,4,1152,9.75,447,8,334,0,388.020833,6.944444,54.79041916,0.299401198,0,0,1,0,0,0,0,0,0,0,0,0,0
³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 3È­ part.01,5,1072,9.67,353,6,103,0,329.291045,5.597015,39.80582524,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",ÁØºñÁß!,1,1102,9.34,164,43,9,0,148.820327,39.019964,22.22222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. º¸À°¿øÀÌ ¾Æ´Ï¿¡¿ä.,2,1554,9.66,269,39,27,0,173.101673,25.096525,22.22222222,3.703703704,1,0,0,1,0,0,0,0,0,0,0,0,0
"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. Èí¿¬±¸¿ªÀÌ ¾Æ´Ï¿¡¿ä.,3,1044,9.58,245,28,19,0,234.67433,26.819923,5.263157895,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ÀÚÀ¯¹è½Ä¼Ò°¡ ¾Æ´Ï¿¡¿ä.,4,994,9.53,241,33,15,0,242.454728,33.199195,26.66666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ¹ÝÂùÅõÁ¤ÇÏÁö ¸¶¼¼¿ä.,5,988,9.51,220,32,14,0,222.672065,32.388664,42.85714286,7.142857143,1,0,0,1,0,0,0,0,0,0,0,0,0
¸±¸® Å°½º(Lily Kiss),Chapter 00 -Prologue,1,1213,9.76,492,10,62,0,405.605936,8.244023,22.58064516,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã,2,1185,9.63,615,6,161,0,518.987342,5.063291,21.11801242,0.621118012,0,0,1,0,0,1,0,1,0,0,0,0,0
¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 2,3,848,9.77,358,3,26,0,422.169811,3.537736,38.46153846,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 3,4,690,9.72,407,4,74,0,589.855072,5.797101,27.02702703,0,0,0,1,0,0,1,0,1,0,0,0,0,0
¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 4,5,640,9.71,372,4,64,0,581.25,6.25,31.25,1.5625,0,0,1,0,0,1,0,1,0,0,0,0,0
¹Ì´Ù½ºÀÇ ¾Æµé,1,1,1736,9.82,157,34,7,0,90.437788,19.585253,28.57142857,14.28571429,0,0,1,0,0,1,0,0,0,0,0,0,0
¹Ì´Ù½ºÀÇ ¾Æµé,2,2,1010,9.81,142,26,8,0,140.594059,25.742574,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0
¹Ì´Ù½ºÀÇ ¾Æµé,3,3,915,9.88,144,30,10,0,157.377049,32.786885,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0
¹Ì´Ù½ºÀÇ ¾Æµé,4,4,866,9.84,141,31,10,0,162.817552,35.796767,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
¹Ì´Ù½ºÀÇ ¾Æµé,5,5,814,9.87,134,24,6,0,164.619165,29.484029,33.33333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 1È­,1,1960,9.73,370,6,198,0,188.77551,3.061224,36.36363636,1.515151515,0,1,0,0,0,0,0,0,0,0,0,0,0
ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 2È­,2,1288,9.78,329,4,306,0,255.434783,3.10559,53.59477124,0.326797386,0,1,0,0,0,0,0,0,0,0,0,0,0
